"date","sourdough_hits","state"
2020-04-15,0,"South Dakota"
2020-04-16,28,"South Dakota"
2020-04-17,29,"South Dakota"
2020-04-18,0,"South Dakota"
2020-04-19,34,"South Dakota"
2020-04-20,83,"South Dakota"
2020-04-21,0,"South Dakota"
2020-04-22,59,"South Dakota"
2020-04-23,0,"South Dakota"
2020-04-24,29,"South Dakota"
2020-04-25,100,"South Dakota"
2020-04-26,36,"South Dakota"
2020-04-27,61,"South Dakota"
2020-04-28,0,"South Dakota"
2020-04-29,29,"South Dakota"
2020-04-30,29,"South Dakota"
2020-05-01,30,"South Dakota"
2020-05-02,53,"South Dakota"
2020-05-03,0,"South Dakota"
2020-05-04,57,"South Dakota"
2020-05-05,0,"South Dakota"
2020-05-06,0,"South Dakota"
2020-05-07,29,"South Dakota"
2020-05-08,31,"South Dakota"
2020-05-09,0,"South Dakota"
2020-05-10,69,"South Dakota"
2020-05-11,30,"South Dakota"
2020-05-12,29,"South Dakota"
2020-05-13,29,"South Dakota"
2020-05-14,0,"South Dakota"
2020-05-15,0,"South Dakota"
2020-05-16,0,"South Dakota"
2020-02-18,17,"South Carolina"
2020-02-19,0,"South Carolina"
2020-02-20,25,"South Carolina"
2020-02-21,35,"South Carolina"
2020-02-22,21,"South Carolina"
2020-02-23,21,"South Carolina"
2020-02-24,17,"South Carolina"
2020-02-25,17,"South Carolina"
2020-02-26,25,"South Carolina"
2020-02-27,17,"South Carolina"
2020-02-28,36,"South Carolina"
2020-02-29,27,"South Carolina"
2020-03-01,20,"South Carolina"
2020-03-02,0,"South Carolina"
2020-03-03,50,"South Carolina"
2020-03-04,33,"South Carolina"
2020-03-05,0,"South Carolina"
2020-03-06,18,"South Carolina"
2020-03-07,21,"South Carolina"
2020-03-08,21,"South Carolina"
2020-03-09,0,"South Carolina"
2020-03-10,0,"South Carolina"
2020-03-11,18,"South Carolina"
2020-03-12,34,"South Carolina"
2020-03-13,36,"South Carolina"
2020-03-14,21,"South Carolina"
2020-03-15,20,"South Carolina"
2020-03-16,18,"South Carolina"
2020-03-17,17,"South Carolina"
2020-03-18,17,"South Carolina"
2020-03-19,26,"South Carolina"
2020-03-20,17,"South Carolina"
2020-03-21,30,"South Carolina"
2020-03-22,58,"South Carolina"
2020-03-23,47,"South Carolina"
2020-03-24,49,"South Carolina"
2020-03-25,17,"South Carolina"
2020-03-26,17,"South Carolina"
2020-03-27,22,"South Carolina"
2020-03-28,49,"South Carolina"
2020-03-29,51,"South Carolina"
2020-03-30,27,"South Carolina"
2020-03-31,21,"South Carolina"
2020-04-01,24,"South Carolina"
2020-04-02,43,"South Carolina"
2020-04-03,40,"South Carolina"
2020-04-04,64,"South Carolina"
2020-04-05,70,"South Carolina"
2020-04-06,59,"South Carolina"
2020-04-07,44,"South Carolina"
2020-04-08,33,"South Carolina"
2020-04-09,55,"South Carolina"
2020-04-10,71,"South Carolina"
2020-04-11,72,"South Carolina"
2020-04-12,68,"South Carolina"
2020-04-13,65,"South Carolina"
2020-04-14,56,"South Carolina"
2020-04-15,47,"South Carolina"
2020-04-16,38,"South Carolina"
2020-04-17,28,"South Carolina"
2020-04-18,56,"South Carolina"
2020-04-19,100,"South Carolina"
2020-04-20,35,"South Carolina"
2020-04-21,53,"South Carolina"
2020-04-22,38,"South Carolina"
2020-04-23,35,"South Carolina"
2020-04-24,32,"South Carolina"
2020-04-25,30,"South Carolina"
2020-04-26,66,"South Carolina"
2020-04-27,70,"South Carolina"
2020-04-28,16,"South Carolina"
2020-04-29,37,"South Carolina"
2020-04-30,60,"South Carolina"
2020-05-01,28,"South Carolina"
2020-05-02,75,"South Carolina"
2020-05-03,51,"South Carolina"
2020-05-04,24,"South Carolina"
2020-05-05,39,"South Carolina"
2020-05-06,96,"South Carolina"
2020-05-07,33,"South Carolina"
2020-05-08,49,"South Carolina"
2020-05-09,81,"South Carolina"
2020-05-10,33,"South Carolina"
2020-05-11,58,"South Carolina"
2020-05-12,27,"South Carolina"
2020-05-13,49,"South Carolina"
2020-05-14,48,"South Carolina"
2020-05-15,56,"South Carolina"
2020-05-16,29,"South Carolina"
2020-02-18,31,"Rhode Island"
2020-02-19,30,"Rhode Island"
2020-02-20,0,"Rhode Island"
2020-02-21,0,"Rhode Island"
2020-02-22,0,"Rhode Island"
2020-02-23,35,"Rhode Island"
2020-02-24,30,"Rhode Island"
2020-02-25,30,"Rhode Island"
2020-02-26,29,"Rhode Island"
2020-02-27,29,"Rhode Island"
2020-02-28,0,"Rhode Island"
2020-02-29,36,"Rhode Island"
2020-03-01,34,"Rhode Island"
2020-03-02,30,"Rhode Island"
2020-03-03,0,"Rhode Island"
2020-03-04,29,"Rhode Island"
2020-03-05,30,"Rhode Island"
2020-03-06,0,"Rhode Island"
2020-03-07,36,"Rhode Island"
2020-03-08,35,"Rhode Island"
2020-03-09,0,"Rhode Island"
2020-03-10,30,"Rhode Island"
2020-03-11,0,"Rhode Island"
2020-03-12,0,"Rhode Island"
2020-03-13,30,"Rhode Island"
2020-03-14,0,"Rhode Island"
2020-03-15,36,"Rhode Island"
2020-03-16,31,"Rhode Island"
2020-03-17,0,"Rhode Island"
2020-03-18,65,"Rhode Island"
2020-03-19,32,"Rhode Island"
2020-03-20,46,"Rhode Island"
2020-03-21,53,"Rhode Island"
2020-03-22,0,"Rhode Island"
2020-03-23,26,"Rhode Island"
2020-03-24,55,"Rhode Island"
2020-03-25,29,"Rhode Island"
2020-03-26,29,"Rhode Island"
2020-03-27,27,"Rhode Island"
2020-03-28,49,"Rhode Island"
2020-03-29,93,"Rhode Island"
2020-03-30,65,"Rhode Island"
2020-03-31,53,"Rhode Island"
2020-04-01,40,"Rhode Island"
2020-04-02,26,"Rhode Island"
2020-04-03,28,"Rhode Island"
2020-04-04,66,"Rhode Island"
2020-04-05,49,"Rhode Island"
2020-04-06,45,"Rhode Island"
2020-04-07,56,"Rhode Island"
2020-04-08,41,"Rhode Island"
2020-04-09,48,"Rhode Island"
2020-04-10,30,"Rhode Island"
2020-04-11,54,"Rhode Island"
2020-04-12,67,"Rhode Island"
2020-04-13,40,"Rhode Island"
2020-04-14,55,"Rhode Island"
2020-04-15,52,"Rhode Island"
2020-04-16,53,"Rhode Island"
2020-04-17,72,"Rhode Island"
2020-04-18,91,"Rhode Island"
2020-04-19,43,"Rhode Island"
2020-04-20,26,"Rhode Island"
2020-04-21,52,"Rhode Island"
2020-04-22,66,"Rhode Island"
2020-04-23,71,"Rhode Island"
2020-04-24,26,"Rhode Island"
2020-04-25,56,"Rhode Island"
2020-04-26,71,"Rhode Island"
2020-04-27,26,"Rhode Island"
2020-04-28,36,"Rhode Island"
2020-04-29,41,"Rhode Island"
2020-04-30,63,"Rhode Island"
2020-05-01,54,"Rhode Island"
2020-05-02,65,"Rhode Island"
2020-05-03,66,"Rhode Island"
2020-05-04,35,"Rhode Island"
2020-05-05,100,"Rhode Island"
2020-05-06,41,"Rhode Island"
2020-05-07,91,"Rhode Island"
2020-05-08,40,"Rhode Island"
2020-05-09,49,"Rhode Island"
2020-05-10,32,"Rhode Island"
2020-05-11,39,"Rhode Island"
2020-05-12,81,"Rhode Island"
2020-05-13,27,"Rhode Island"
2020-05-14,56,"Rhode Island"
2020-05-15,73,"Rhode Island"
2020-05-16,32,"Rhode Island"
2020-02-18,12,"Pennsylvania"
2020-02-19,5,"Pennsylvania"
2020-02-20,5,"Pennsylvania"
2020-02-21,10,"Pennsylvania"
2020-02-22,12,"Pennsylvania"
2020-02-23,17,"Pennsylvania"
2020-02-24,5,"Pennsylvania"
2020-02-25,10,"Pennsylvania"
2020-02-26,5,"Pennsylvania"
2020-02-27,10,"Pennsylvania"
2020-02-28,0,"Pennsylvania"
2020-02-29,23,"Pennsylvania"
2020-03-01,11,"Pennsylvania"
2020-03-02,10,"Pennsylvania"
2020-03-03,15,"Pennsylvania"
2020-03-04,10,"Pennsylvania"
2020-03-05,13,"Pennsylvania"
2020-03-06,10,"Pennsylvania"
2020-03-07,18,"Pennsylvania"
2020-03-08,9,"Pennsylvania"
2020-03-09,10,"Pennsylvania"
2020-03-10,13,"Pennsylvania"
2020-03-11,15,"Pennsylvania"
2020-03-12,5,"Pennsylvania"
2020-03-13,15,"Pennsylvania"
2020-03-14,12,"Pennsylvania"
2020-03-15,23,"Pennsylvania"
2020-03-16,22,"Pennsylvania"
2020-03-17,22,"Pennsylvania"
2020-03-18,23,"Pennsylvania"
2020-03-19,15,"Pennsylvania"
2020-03-20,28,"Pennsylvania"
2020-03-21,54,"Pennsylvania"
2020-03-22,43,"Pennsylvania"
2020-03-23,51,"Pennsylvania"
2020-03-24,35,"Pennsylvania"
2020-03-25,30,"Pennsylvania"
2020-03-26,43,"Pennsylvania"
2020-03-27,42,"Pennsylvania"
2020-03-28,82,"Pennsylvania"
2020-03-29,64,"Pennsylvania"
2020-03-30,61,"Pennsylvania"
2020-03-31,54,"Pennsylvania"
2020-04-01,53,"Pennsylvania"
2020-04-02,52,"Pennsylvania"
2020-04-03,43,"Pennsylvania"
2020-04-04,88,"Pennsylvania"
2020-04-05,85,"Pennsylvania"
2020-04-06,60,"Pennsylvania"
2020-04-07,51,"Pennsylvania"
2020-04-08,51,"Pennsylvania"
2020-04-09,66,"Pennsylvania"
2020-04-10,51,"Pennsylvania"
2020-04-11,85,"Pennsylvania"
2020-04-12,82,"Pennsylvania"
2020-04-13,57,"Pennsylvania"
2020-04-14,49,"Pennsylvania"
2020-04-15,55,"Pennsylvania"
2020-04-16,55,"Pennsylvania"
2020-04-17,54,"Pennsylvania"
2020-04-18,70,"Pennsylvania"
2020-04-19,69,"Pennsylvania"
2020-04-20,68,"Pennsylvania"
2020-04-21,45,"Pennsylvania"
2020-04-22,60,"Pennsylvania"
2020-04-23,74,"Pennsylvania"
2020-04-24,73,"Pennsylvania"
2020-04-25,90,"Pennsylvania"
2020-04-26,79,"Pennsylvania"
2020-04-27,59,"Pennsylvania"
2020-04-28,68,"Pennsylvania"
2020-04-29,64,"Pennsylvania"
2020-04-30,51,"Pennsylvania"
2020-05-01,35,"Pennsylvania"
2020-05-02,100,"Pennsylvania"
2020-05-03,87,"Pennsylvania"
2020-05-04,57,"Pennsylvania"
2020-05-05,50,"Pennsylvania"
2020-05-06,74,"Pennsylvania"
2020-05-07,54,"Pennsylvania"
2020-05-08,63,"Pennsylvania"
2020-05-09,82,"Pennsylvania"
2020-05-10,44,"Pennsylvania"
2020-05-11,47,"Pennsylvania"
2020-05-12,65,"Pennsylvania"
2020-05-13,34,"Pennsylvania"
2020-05-14,49,"Pennsylvania"
2020-05-15,48,"Pennsylvania"
2020-05-16,45,"Pennsylvania"
2020-02-18,5,"Oregon"
2020-02-19,14,"Oregon"
2020-02-20,5,"Oregon"
2020-02-21,11,"Oregon"
2020-02-22,32,"Oregon"
2020-02-23,14,"Oregon"
2020-02-24,5,"Oregon"
2020-02-25,11,"Oregon"
2020-02-26,8,"Oregon"
2020-02-27,5,"Oregon"
2020-02-28,8,"Oregon"
2020-02-29,12,"Oregon"
2020-03-01,10,"Oregon"
2020-03-02,5,"Oregon"
2020-03-03,10,"Oregon"
2020-03-04,12,"Oregon"
2020-03-05,11,"Oregon"
2020-03-06,11,"Oregon"
2020-03-07,22,"Oregon"
2020-03-08,6,"Oregon"
2020-03-09,14,"Oregon"
2020-03-10,7,"Oregon"
2020-03-11,8,"Oregon"
2020-03-12,5,"Oregon"
2020-03-13,19,"Oregon"
2020-03-14,10,"Oregon"
2020-03-15,14,"Oregon"
2020-03-16,19,"Oregon"
2020-03-17,12,"Oregon"
2020-03-18,31,"Oregon"
2020-03-19,28,"Oregon"
2020-03-20,15,"Oregon"
2020-03-21,31,"Oregon"
2020-03-22,55,"Oregon"
2020-03-23,39,"Oregon"
2020-03-24,34,"Oregon"
2020-03-25,43,"Oregon"
2020-03-26,31,"Oregon"
2020-03-27,44,"Oregon"
2020-03-28,80,"Oregon"
2020-03-29,57,"Oregon"
2020-03-30,66,"Oregon"
2020-03-31,61,"Oregon"
2020-04-01,45,"Oregon"
2020-04-02,39,"Oregon"
2020-04-03,62,"Oregon"
2020-04-04,78,"Oregon"
2020-04-05,88,"Oregon"
2020-04-06,54,"Oregon"
2020-04-07,41,"Oregon"
2020-04-08,56,"Oregon"
2020-04-09,30,"Oregon"
2020-04-10,36,"Oregon"
2020-04-11,100,"Oregon"
2020-04-12,71,"Oregon"
2020-04-13,38,"Oregon"
2020-04-14,43,"Oregon"
2020-04-15,57,"Oregon"
2020-04-16,50,"Oregon"
2020-04-17,45,"Oregon"
2020-04-18,73,"Oregon"
2020-04-19,74,"Oregon"
2020-04-20,55,"Oregon"
2020-04-21,47,"Oregon"
2020-04-22,56,"Oregon"
2020-04-23,37,"Oregon"
2020-04-24,65,"Oregon"
2020-04-25,77,"Oregon"
2020-04-26,70,"Oregon"
2020-04-27,69,"Oregon"
2020-04-28,52,"Oregon"
2020-04-29,51,"Oregon"
2020-04-30,65,"Oregon"
2020-05-01,45,"Oregon"
2020-05-02,78,"Oregon"
2020-05-03,84,"Oregon"
2020-05-04,40,"Oregon"
2020-05-05,44,"Oregon"
2020-05-06,52,"Oregon"
2020-05-07,40,"Oregon"
2020-05-08,45,"Oregon"
2020-05-09,84,"Oregon"
2020-05-10,52,"Oregon"
2020-05-11,32,"Oregon"
2020-05-12,33,"Oregon"
2020-05-13,58,"Oregon"
2020-05-14,41,"Oregon"
2020-05-15,46,"Oregon"
2020-05-16,40,"Oregon"
2020-02-18,0,"Oklahoma"
2020-02-19,0,"Oklahoma"
2020-02-20,22,"Oklahoma"
2020-02-21,23,"Oklahoma"
2020-02-22,27,"Oklahoma"
2020-02-23,39,"Oklahoma"
2020-02-24,22,"Oklahoma"
2020-02-25,22,"Oklahoma"
2020-02-26,21,"Oklahoma"
2020-02-27,0,"Oklahoma"
2020-02-28,24,"Oklahoma"
2020-02-29,27,"Oklahoma"
2020-03-01,27,"Oklahoma"
2020-03-02,0,"Oklahoma"
2020-03-03,22,"Oklahoma"
2020-03-04,0,"Oklahoma"
2020-03-05,23,"Oklahoma"
2020-03-06,0,"Oklahoma"
2020-03-07,27,"Oklahoma"
2020-03-08,26,"Oklahoma"
2020-03-09,43,"Oklahoma"
2020-03-10,22,"Oklahoma"
2020-03-11,33,"Oklahoma"
2020-03-12,0,"Oklahoma"
2020-03-13,0,"Oklahoma"
2020-03-14,26,"Oklahoma"
2020-03-15,35,"Oklahoma"
2020-03-16,47,"Oklahoma"
2020-03-17,24,"Oklahoma"
2020-03-18,36,"Oklahoma"
2020-03-19,47,"Oklahoma"
2020-03-20,68,"Oklahoma"
2020-03-21,60,"Oklahoma"
2020-03-22,100,"Oklahoma"
2020-03-23,70,"Oklahoma"
2020-03-24,67,"Oklahoma"
2020-03-25,56,"Oklahoma"
2020-03-26,53,"Oklahoma"
2020-03-27,94,"Oklahoma"
2020-03-28,33,"Oklahoma"
2020-03-29,76,"Oklahoma"
2020-03-30,29,"Oklahoma"
2020-03-31,51,"Oklahoma"
2020-04-01,22,"Oklahoma"
2020-04-02,43,"Oklahoma"
2020-04-03,57,"Oklahoma"
2020-04-04,47,"Oklahoma"
2020-04-05,64,"Oklahoma"
2020-04-06,20,"Oklahoma"
2020-04-07,64,"Oklahoma"
2020-04-08,86,"Oklahoma"
2020-04-09,50,"Oklahoma"
2020-04-10,60,"Oklahoma"
2020-04-11,57,"Oklahoma"
2020-04-12,40,"Oklahoma"
2020-04-13,76,"Oklahoma"
2020-04-14,41,"Oklahoma"
2020-04-15,49,"Oklahoma"
2020-04-16,60,"Oklahoma"
2020-04-17,20,"Oklahoma"
2020-04-18,77,"Oklahoma"
2020-04-19,46,"Oklahoma"
2020-04-20,81,"Oklahoma"
2020-04-21,86,"Oklahoma"
2020-04-22,95,"Oklahoma"
2020-04-23,35,"Oklahoma"
2020-04-24,42,"Oklahoma"
2020-04-25,72,"Oklahoma"
2020-04-26,91,"Oklahoma"
2020-04-27,56,"Oklahoma"
2020-04-28,56,"Oklahoma"
2020-04-29,71,"Oklahoma"
2020-04-30,74,"Oklahoma"
2020-05-01,32,"Oklahoma"
2020-05-02,64,"Oklahoma"
2020-05-03,74,"Oklahoma"
2020-05-04,52,"Oklahoma"
2020-05-05,33,"Oklahoma"
2020-05-06,65,"Oklahoma"
2020-05-07,29,"Oklahoma"
2020-05-08,87,"Oklahoma"
2020-05-09,38,"Oklahoma"
2020-05-10,52,"Oklahoma"
2020-05-11,33,"Oklahoma"
2020-05-12,36,"Oklahoma"
2020-05-13,51,"Oklahoma"
2020-05-14,22,"Oklahoma"
2020-05-15,43,"Oklahoma"
2020-05-16,56,"Oklahoma"
2020-02-18,14,"Ohio"
2020-02-19,15,"Ohio"
2020-02-20,12,"Ohio"
2020-02-21,7,"Ohio"
2020-02-22,17,"Ohio"
2020-02-23,11,"Ohio"
2020-02-24,11,"Ohio"
2020-02-25,17,"Ohio"
2020-02-26,17,"Ohio"
2020-02-27,14,"Ohio"
2020-02-28,17,"Ohio"
2020-02-29,9,"Ohio"
2020-03-01,11,"Ohio"
2020-03-02,12,"Ohio"
2020-03-03,17,"Ohio"
2020-03-04,12,"Ohio"
2020-03-05,15,"Ohio"
2020-03-06,12,"Ohio"
2020-03-07,13,"Ohio"
2020-03-08,18,"Ohio"
2020-03-09,0,"Ohio"
2020-03-10,18,"Ohio"
2020-03-11,12,"Ohio"
2020-03-12,10,"Ohio"
2020-03-13,11,"Ohio"
2020-03-14,17,"Ohio"
2020-03-15,32,"Ohio"
2020-03-16,14,"Ohio"
2020-03-17,24,"Ohio"
2020-03-18,19,"Ohio"
2020-03-19,33,"Ohio"
2020-03-20,37,"Ohio"
2020-03-21,54,"Ohio"
2020-03-22,46,"Ohio"
2020-03-23,52,"Ohio"
2020-03-24,30,"Ohio"
2020-03-25,60,"Ohio"
2020-03-26,29,"Ohio"
2020-03-27,33,"Ohio"
2020-03-28,68,"Ohio"
2020-03-29,90,"Ohio"
2020-03-30,37,"Ohio"
2020-03-31,40,"Ohio"
2020-04-01,64,"Ohio"
2020-04-02,71,"Ohio"
2020-04-03,59,"Ohio"
2020-04-04,73,"Ohio"
2020-04-05,82,"Ohio"
2020-04-06,57,"Ohio"
2020-04-07,72,"Ohio"
2020-04-08,46,"Ohio"
2020-04-09,59,"Ohio"
2020-04-10,87,"Ohio"
2020-04-11,80,"Ohio"
2020-04-12,73,"Ohio"
2020-04-13,60,"Ohio"
2020-04-14,77,"Ohio"
2020-04-15,49,"Ohio"
2020-04-16,46,"Ohio"
2020-04-17,48,"Ohio"
2020-04-18,58,"Ohio"
2020-04-19,100,"Ohio"
2020-04-20,52,"Ohio"
2020-04-21,69,"Ohio"
2020-04-22,68,"Ohio"
2020-04-23,58,"Ohio"
2020-04-24,44,"Ohio"
2020-04-25,70,"Ohio"
2020-04-26,88,"Ohio"
2020-04-27,61,"Ohio"
2020-04-28,39,"Ohio"
2020-04-29,46,"Ohio"
2020-04-30,49,"Ohio"
2020-05-01,53,"Ohio"
2020-05-02,100,"Ohio"
2020-05-03,67,"Ohio"
2020-05-04,55,"Ohio"
2020-05-05,44,"Ohio"
2020-05-06,55,"Ohio"
2020-05-07,63,"Ohio"
2020-05-08,50,"Ohio"
2020-05-09,67,"Ohio"
2020-05-10,61,"Ohio"
2020-05-11,58,"Ohio"
2020-05-12,44,"Ohio"
2020-05-13,38,"Ohio"
2020-05-14,47,"Ohio"
2020-05-15,43,"Ohio"
2020-05-16,64,"Ohio"
2020-02-18,31,"North Dakota"
2020-02-19,31,"North Dakota"
2020-02-20,0,"North Dakota"
2020-02-21,0,"North Dakota"
2020-02-22,0,"North Dakota"
2020-02-23,38,"North Dakota"
2020-02-24,32,"North Dakota"
2020-02-25,32,"North Dakota"
2020-02-26,0,"North Dakota"
2020-02-27,32,"North Dakota"
2020-02-28,0,"North Dakota"
2020-02-29,0,"North Dakota"
2020-03-01,0,"North Dakota"
2020-03-02,31,"North Dakota"
2020-03-03,0,"North Dakota"
2020-03-04,0,"North Dakota"
2020-03-05,0,"North Dakota"
2020-03-06,32,"North Dakota"
2020-03-07,39,"North Dakota"
2020-03-08,0,"North Dakota"
2020-03-09,0,"North Dakota"
2020-03-10,0,"North Dakota"
2020-03-11,0,"North Dakota"
2020-03-12,0,"North Dakota"
2020-03-13,0,"North Dakota"
2020-03-14,0,"North Dakota"
2020-03-15,0,"North Dakota"
2020-03-16,0,"North Dakota"
2020-03-17,0,"North Dakota"
2020-03-18,32,"North Dakota"
2020-03-19,32,"North Dakota"
2020-03-20,30,"North Dakota"
2020-03-21,35,"North Dakota"
2020-03-22,0,"North Dakota"
2020-03-23,0,"North Dakota"
2020-03-24,0,"North Dakota"
2020-03-25,29,"North Dakota"
2020-03-26,0,"North Dakota"
2020-03-27,29,"North Dakota"
2020-03-28,35,"North Dakota"
2020-03-29,0,"North Dakota"
2020-03-30,0,"North Dakota"
2020-03-31,0,"North Dakota"
2020-04-01,27,"North Dakota"
2020-04-02,27,"North Dakota"
2020-04-03,29,"North Dakota"
2020-04-04,33,"North Dakota"
2020-04-05,32,"North Dakota"
2020-04-06,27,"North Dakota"
2020-04-07,0,"North Dakota"
2020-04-08,55,"North Dakota"
2020-04-09,42,"North Dakota"
2020-04-10,31,"North Dakota"
2020-04-11,100,"North Dakota"
2020-04-12,65,"North Dakota"
2020-04-13,44,"North Dakota"
2020-04-14,41,"North Dakota"
2020-04-15,53,"North Dakota"
2020-04-16,27,"North Dakota"
2020-04-17,29,"North Dakota"
2020-04-18,67,"North Dakota"
2020-04-19,33,"North Dakota"
2020-04-20,80,"North Dakota"
2020-04-21,41,"North Dakota"
2020-04-22,0,"North Dakota"
2020-04-23,0,"North Dakota"
2020-04-24,29,"North Dakota"
2020-04-25,50,"North Dakota"
2020-04-26,51,"North Dakota"
2020-04-27,0,"North Dakota"
2020-04-28,28,"North Dakota"
2020-04-29,44,"North Dakota"
2020-04-30,56,"North Dakota"
2020-05-01,0,"North Dakota"
2020-05-02,35,"North Dakota"
2020-05-03,0,"North Dakota"
2020-05-04,0,"North Dakota"
2020-05-05,26,"North Dakota"
2020-05-06,0,"North Dakota"
2020-05-07,57,"North Dakota"
2020-05-08,30,"North Dakota"
2020-05-09,49,"North Dakota"
2020-05-10,34,"North Dakota"
2020-05-11,30,"North Dakota"
2020-05-12,29,"North Dakota"
2020-05-13,0,"North Dakota"
2020-05-14,29,"North Dakota"
2020-05-15,0,"North Dakota"
2020-05-16,79,"North Dakota"
2020-02-18,9,"North Carolina"
2020-02-19,11,"North Carolina"
2020-02-20,23,"North Carolina"
2020-02-21,18,"North Carolina"
2020-02-22,14,"North Carolina"
2020-02-23,7,"North Carolina"
2020-02-24,9,"North Carolina"
2020-02-25,10,"North Carolina"
2020-02-26,9,"North Carolina"
2020-02-27,6,"North Carolina"
2020-02-28,8,"North Carolina"
2020-02-29,15,"North Carolina"
2020-03-01,13,"North Carolina"
2020-03-02,10,"North Carolina"
2020-03-03,6,"North Carolina"
2020-03-04,12,"North Carolina"
2020-03-05,15,"North Carolina"
2020-03-06,17,"North Carolina"
2020-03-07,26,"North Carolina"
2020-03-08,13,"North Carolina"
2020-03-09,10,"North Carolina"
2020-03-10,9,"North Carolina"
2020-03-11,10,"North Carolina"
2020-03-12,12,"North Carolina"
2020-03-13,15,"North Carolina"
2020-03-14,15,"North Carolina"
2020-03-15,12,"North Carolina"
2020-03-16,22,"North Carolina"
2020-03-17,21,"North Carolina"
2020-03-18,19,"North Carolina"
2020-03-19,28,"North Carolina"
2020-03-20,21,"North Carolina"
2020-03-21,40,"North Carolina"
2020-03-22,50,"North Carolina"
2020-03-23,45,"North Carolina"
2020-03-24,24,"North Carolina"
2020-03-25,55,"North Carolina"
2020-03-26,35,"North Carolina"
2020-03-27,28,"North Carolina"
2020-03-28,50,"North Carolina"
2020-03-29,55,"North Carolina"
2020-03-30,46,"North Carolina"
2020-03-31,54,"North Carolina"
2020-04-01,53,"North Carolina"
2020-04-02,36,"North Carolina"
2020-04-03,49,"North Carolina"
2020-04-04,76,"North Carolina"
2020-04-05,60,"North Carolina"
2020-04-06,49,"North Carolina"
2020-04-07,42,"North Carolina"
2020-04-08,56,"North Carolina"
2020-04-09,42,"North Carolina"
2020-04-10,60,"North Carolina"
2020-04-11,100,"North Carolina"
2020-04-12,77,"North Carolina"
2020-04-13,64,"North Carolina"
2020-04-14,64,"North Carolina"
2020-04-15,51,"North Carolina"
2020-04-16,39,"North Carolina"
2020-04-17,68,"North Carolina"
2020-04-18,81,"North Carolina"
2020-04-19,58,"North Carolina"
2020-04-20,58,"North Carolina"
2020-04-21,67,"North Carolina"
2020-04-22,46,"North Carolina"
2020-04-23,45,"North Carolina"
2020-04-24,47,"North Carolina"
2020-04-25,60,"North Carolina"
2020-04-26,56,"North Carolina"
2020-04-27,52,"North Carolina"
2020-04-28,48,"North Carolina"
2020-04-29,49,"North Carolina"
2020-04-30,68,"North Carolina"
2020-05-01,48,"North Carolina"
2020-05-02,72,"North Carolina"
2020-05-03,74,"North Carolina"
2020-05-04,49,"North Carolina"
2020-05-05,40,"North Carolina"
2020-05-06,52,"North Carolina"
2020-05-07,46,"North Carolina"
2020-05-08,32,"North Carolina"
2020-05-09,41,"North Carolina"
2020-05-10,46,"North Carolina"
2020-05-11,29,"North Carolina"
2020-05-12,37,"North Carolina"
2020-05-13,52,"North Carolina"
2020-05-14,38,"North Carolina"
2020-05-15,44,"North Carolina"
2020-05-16,53,"North Carolina"
2020-02-18,12,"New York"
2020-02-19,9,"New York"
2020-02-20,9,"New York"
2020-02-21,8,"New York"
2020-02-22,17,"New York"
2020-02-23,16,"New York"
2020-02-24,10,"New York"
2020-02-25,13,"New York"
2020-02-26,7,"New York"
2020-02-27,9,"New York"
2020-02-28,10,"New York"
2020-02-29,14,"New York"
2020-03-01,22,"New York"
2020-03-02,5,"New York"
2020-03-03,9,"New York"
2020-03-04,7,"New York"
2020-03-05,10,"New York"
2020-03-06,5,"New York"
2020-03-07,16,"New York"
2020-03-08,20,"New York"
2020-03-09,8,"New York"
2020-03-10,5,"New York"
2020-03-11,6,"New York"
2020-03-12,6,"New York"
2020-03-13,14,"New York"
2020-03-14,16,"New York"
2020-03-15,25,"New York"
2020-03-16,15,"New York"
2020-03-17,24,"New York"
2020-03-18,30,"New York"
2020-03-19,27,"New York"
2020-03-20,19,"New York"
2020-03-21,35,"New York"
2020-03-22,57,"New York"
2020-03-23,42,"New York"
2020-03-24,43,"New York"
2020-03-25,34,"New York"
2020-03-26,44,"New York"
2020-03-27,41,"New York"
2020-03-28,80,"New York"
2020-03-29,57,"New York"
2020-03-30,52,"New York"
2020-03-31,54,"New York"
2020-04-01,50,"New York"
2020-04-02,50,"New York"
2020-04-03,54,"New York"
2020-04-04,60,"New York"
2020-04-05,96,"New York"
2020-04-06,57,"New York"
2020-04-07,56,"New York"
2020-04-08,54,"New York"
2020-04-09,59,"New York"
2020-04-10,54,"New York"
2020-04-11,83,"New York"
2020-04-12,82,"New York"
2020-04-13,61,"New York"
2020-04-14,57,"New York"
2020-04-15,71,"New York"
2020-04-16,59,"New York"
2020-04-17,59,"New York"
2020-04-18,100,"New York"
2020-04-19,82,"New York"
2020-04-20,67,"New York"
2020-04-21,63,"New York"
2020-04-22,53,"New York"
2020-04-23,78,"New York"
2020-04-24,62,"New York"
2020-04-25,90,"New York"
2020-04-26,99,"New York"
2020-04-27,72,"New York"
2020-04-28,61,"New York"
2020-04-29,69,"New York"
2020-04-30,85,"New York"
2020-05-01,51,"New York"
2020-05-02,73,"New York"
2020-05-03,77,"New York"
2020-05-04,55,"New York"
2020-05-05,45,"New York"
2020-05-06,57,"New York"
2020-05-07,55,"New York"
2020-05-08,69,"New York"
2020-05-09,86,"New York"
