"date","zoom_hits","state"
2020-04-15,65,"South Dakota"
2020-04-16,63,"South Dakota"
2020-04-17,56,"South Dakota"
2020-04-18,38,"South Dakota"
2020-04-19,41,"South Dakota"
2020-04-20,49,"South Dakota"
2020-04-21,48,"South Dakota"
2020-04-22,53,"South Dakota"
2020-04-23,41,"South Dakota"
2020-04-24,40,"South Dakota"
2020-04-25,23,"South Dakota"
2020-04-26,19,"South Dakota"
2020-04-27,43,"South Dakota"
2020-04-28,47,"South Dakota"
2020-04-29,34,"South Dakota"
2020-04-30,42,"South Dakota"
2020-05-01,24,"South Dakota"
2020-05-02,13,"South Dakota"
2020-05-03,13,"South Dakota"
2020-05-04,37,"South Dakota"
2020-05-05,45,"South Dakota"
2020-05-06,37,"South Dakota"
2020-05-07,38,"South Dakota"
2020-05-08,39,"South Dakota"
2020-05-09,14,"South Dakota"
2020-05-10,23,"South Dakota"
2020-05-11,37,"South Dakota"
2020-05-12,34,"South Dakota"
2020-05-13,37,"South Dakota"
2020-05-14,29,"South Dakota"
2020-05-15,17,"South Dakota"
2020-05-16,13,"South Dakota"
2020-02-18,7,"South Carolina"
2020-02-19,4,"South Carolina"
2020-02-20,5,"South Carolina"
2020-02-21,4,"South Carolina"
2020-02-22,3,"South Carolina"
2020-02-23,4,"South Carolina"
2020-02-24,6,"South Carolina"
2020-02-25,4,"South Carolina"
2020-02-26,5,"South Carolina"
2020-02-27,4,"South Carolina"
2020-02-28,2,"South Carolina"
2020-02-29,5,"South Carolina"
2020-03-01,3,"South Carolina"
2020-03-02,4,"South Carolina"
2020-03-03,4,"South Carolina"
2020-03-04,5,"South Carolina"
2020-03-05,6,"South Carolina"
2020-03-06,3,"South Carolina"
2020-03-07,3,"South Carolina"
2020-03-08,6,"South Carolina"
2020-03-09,4,"South Carolina"
2020-03-10,6,"South Carolina"
2020-03-11,8,"South Carolina"
2020-03-12,12,"South Carolina"
2020-03-13,9,"South Carolina"
2020-03-14,11,"South Carolina"
2020-03-15,13,"South Carolina"
2020-03-16,22,"South Carolina"
2020-03-17,36,"South Carolina"
2020-03-18,46,"South Carolina"
2020-03-19,46,"South Carolina"
2020-03-20,47,"South Carolina"
2020-03-21,27,"South Carolina"
2020-03-22,57,"South Carolina"
2020-03-23,90,"South Carolina"
2020-03-24,94,"South Carolina"
2020-03-25,96,"South Carolina"
2020-03-26,96,"South Carolina"
2020-03-27,77,"South Carolina"
2020-03-28,53,"South Carolina"
2020-03-29,57,"South Carolina"
2020-03-30,95,"South Carolina"
2020-03-31,100,"South Carolina"
2020-04-01,89,"South Carolina"
2020-04-02,80,"South Carolina"
2020-04-03,88,"South Carolina"
2020-04-04,49,"South Carolina"
2020-04-05,68,"South Carolina"
2020-04-06,85,"South Carolina"
2020-04-07,68,"South Carolina"
2020-04-08,72,"South Carolina"
2020-04-09,81,"South Carolina"
2020-04-10,55,"South Carolina"
2020-04-11,47,"South Carolina"
2020-04-12,66,"South Carolina"
2020-04-13,51,"South Carolina"
2020-04-14,59,"South Carolina"
2020-04-15,60,"South Carolina"
2020-04-16,71,"South Carolina"
2020-04-17,64,"South Carolina"
2020-04-18,39,"South Carolina"
2020-04-19,44,"South Carolina"
2020-04-20,52,"South Carolina"
2020-04-21,58,"South Carolina"
2020-04-22,68,"South Carolina"
2020-04-23,66,"South Carolina"
2020-04-24,58,"South Carolina"
2020-04-25,35,"South Carolina"
2020-04-26,38,"South Carolina"
2020-04-27,58,"South Carolina"
2020-04-28,55,"South Carolina"
2020-04-29,57,"South Carolina"
2020-04-30,47,"South Carolina"
2020-05-01,44,"South Carolina"
2020-05-02,28,"South Carolina"
2020-05-03,32,"South Carolina"
2020-05-04,48,"South Carolina"
2020-05-05,43,"South Carolina"
2020-05-06,49,"South Carolina"
2020-05-07,47,"South Carolina"
2020-05-08,40,"South Carolina"
2020-05-09,21,"South Carolina"
2020-05-10,28,"South Carolina"
2020-05-11,37,"South Carolina"
2020-05-12,38,"South Carolina"
2020-05-13,46,"South Carolina"
2020-05-14,43,"South Carolina"
2020-05-15,36,"South Carolina"
2020-05-16,24,"South Carolina"
2020-02-18,9,"Rhode Island"
2020-02-19,6,"Rhode Island"
2020-02-20,5,"Rhode Island"
2020-02-21,5,"Rhode Island"
2020-02-22,3,"Rhode Island"
2020-02-23,3,"Rhode Island"
2020-02-24,2,"Rhode Island"
2020-02-25,3,"Rhode Island"
2020-02-26,3,"Rhode Island"
2020-02-27,4,"Rhode Island"
2020-02-28,7,"Rhode Island"
2020-02-29,8,"Rhode Island"
2020-03-01,2,"Rhode Island"
2020-03-02,4,"Rhode Island"
2020-03-03,5,"Rhode Island"
2020-03-04,3,"Rhode Island"
2020-03-05,6,"Rhode Island"
2020-03-06,6,"Rhode Island"
2020-03-07,4,"Rhode Island"
2020-03-08,5,"Rhode Island"
2020-03-09,8,"Rhode Island"
2020-03-10,5,"Rhode Island"
2020-03-11,11,"Rhode Island"
2020-03-12,24,"Rhode Island"
2020-03-13,15,"Rhode Island"
2020-03-14,15,"Rhode Island"
2020-03-15,9,"Rhode Island"
2020-03-16,31,"Rhode Island"
2020-03-17,35,"Rhode Island"
2020-03-18,44,"Rhode Island"
2020-03-19,53,"Rhode Island"
2020-03-20,51,"Rhode Island"
2020-03-21,33,"Rhode Island"
2020-03-22,60,"Rhode Island"
2020-03-23,100,"Rhode Island"
2020-03-24,82,"Rhode Island"
2020-03-25,90,"Rhode Island"
2020-03-26,82,"Rhode Island"
2020-03-27,69,"Rhode Island"
2020-03-28,34,"Rhode Island"
2020-03-29,58,"Rhode Island"
2020-03-30,82,"Rhode Island"
2020-03-31,67,"Rhode Island"
2020-04-01,79,"Rhode Island"
2020-04-02,75,"Rhode Island"
2020-04-03,59,"Rhode Island"
2020-04-04,65,"Rhode Island"
2020-04-05,52,"Rhode Island"
2020-04-06,75,"Rhode Island"
2020-04-07,68,"Rhode Island"
2020-04-08,68,"Rhode Island"
2020-04-09,56,"Rhode Island"
2020-04-10,54,"Rhode Island"
2020-04-11,31,"Rhode Island"
2020-04-12,60,"Rhode Island"
2020-04-13,52,"Rhode Island"
2020-04-14,52,"Rhode Island"
2020-04-15,56,"Rhode Island"
2020-04-16,68,"Rhode Island"
2020-04-17,59,"Rhode Island"
2020-04-18,50,"Rhode Island"
2020-04-19,31,"Rhode Island"
2020-04-20,54,"Rhode Island"
2020-04-21,55,"Rhode Island"
2020-04-22,60,"Rhode Island"
2020-04-23,52,"Rhode Island"
2020-04-24,63,"Rhode Island"
2020-04-25,36,"Rhode Island"
2020-04-26,30,"Rhode Island"
2020-04-27,53,"Rhode Island"
2020-04-28,47,"Rhode Island"
2020-04-29,50,"Rhode Island"
2020-04-30,49,"Rhode Island"
2020-05-01,44,"Rhode Island"
2020-05-02,32,"Rhode Island"
2020-05-03,22,"Rhode Island"
2020-05-04,35,"Rhode Island"
2020-05-05,41,"Rhode Island"
2020-05-06,34,"Rhode Island"
2020-05-07,60,"Rhode Island"
2020-05-08,41,"Rhode Island"
2020-05-09,27,"Rhode Island"
2020-05-10,34,"Rhode Island"
2020-05-11,38,"Rhode Island"
2020-05-12,36,"Rhode Island"
2020-05-13,31,"Rhode Island"
2020-05-14,43,"Rhode Island"
2020-05-15,33,"Rhode Island"
2020-05-16,25,"Rhode Island"
2020-02-18,4,"Pennsylvania"
2020-02-19,4,"Pennsylvania"
2020-02-20,4,"Pennsylvania"
2020-02-21,3,"Pennsylvania"
2020-02-22,3,"Pennsylvania"
2020-02-23,3,"Pennsylvania"
2020-02-24,3,"Pennsylvania"
2020-02-25,4,"Pennsylvania"
2020-02-26,5,"Pennsylvania"
2020-02-27,4,"Pennsylvania"
2020-02-28,4,"Pennsylvania"
2020-02-29,3,"Pennsylvania"
2020-03-01,4,"Pennsylvania"
2020-03-02,5,"Pennsylvania"
2020-03-03,5,"Pennsylvania"
2020-03-04,5,"Pennsylvania"
2020-03-05,3,"Pennsylvania"
2020-03-06,6,"Pennsylvania"
2020-03-07,4,"Pennsylvania"
2020-03-08,3,"Pennsylvania"
2020-03-09,6,"Pennsylvania"
2020-03-10,7,"Pennsylvania"
2020-03-11,11,"Pennsylvania"
2020-03-12,17,"Pennsylvania"
2020-03-13,17,"Pennsylvania"
2020-03-14,10,"Pennsylvania"
2020-03-15,13,"Pennsylvania"
2020-03-16,34,"Pennsylvania"
2020-03-17,38,"Pennsylvania"
2020-03-18,39,"Pennsylvania"
2020-03-19,47,"Pennsylvania"
2020-03-20,46,"Pennsylvania"
2020-03-21,38,"Pennsylvania"
2020-03-22,50,"Pennsylvania"
2020-03-23,81,"Pennsylvania"
2020-03-24,78,"Pennsylvania"
2020-03-25,80,"Pennsylvania"
2020-03-26,82,"Pennsylvania"
2020-03-27,78,"Pennsylvania"
2020-03-28,59,"Pennsylvania"
2020-03-29,67,"Pennsylvania"
2020-03-30,100,"Pennsylvania"
2020-03-31,99,"Pennsylvania"
2020-04-01,99,"Pennsylvania"
2020-04-02,100,"Pennsylvania"
2020-04-03,95,"Pennsylvania"
2020-04-04,69,"Pennsylvania"
2020-04-05,60,"Pennsylvania"
2020-04-06,79,"Pennsylvania"
2020-04-07,70,"Pennsylvania"
2020-04-08,71,"Pennsylvania"
2020-04-09,72,"Pennsylvania"
2020-04-10,57,"Pennsylvania"
2020-04-11,51,"Pennsylvania"
2020-04-12,70,"Pennsylvania"
2020-04-13,63,"Pennsylvania"
2020-04-14,70,"Pennsylvania"
2020-04-15,64,"Pennsylvania"
2020-04-16,69,"Pennsylvania"
2020-04-17,66,"Pennsylvania"
2020-04-18,48,"Pennsylvania"
2020-04-19,45,"Pennsylvania"
2020-04-20,61,"Pennsylvania"
2020-04-21,64,"Pennsylvania"
2020-04-22,62,"Pennsylvania"
2020-04-23,65,"Pennsylvania"
2020-04-24,61,"Pennsylvania"
2020-04-25,37,"Pennsylvania"
2020-04-26,44,"Pennsylvania"
2020-04-27,55,"Pennsylvania"
2020-04-28,56,"Pennsylvania"
2020-04-29,58,"Pennsylvania"
2020-04-30,57,"Pennsylvania"
2020-05-01,49,"Pennsylvania"
2020-05-02,32,"Pennsylvania"
2020-05-03,34,"Pennsylvania"
2020-05-04,50,"Pennsylvania"
2020-05-05,51,"Pennsylvania"
2020-05-06,54,"Pennsylvania"
2020-05-07,50,"Pennsylvania"
2020-05-08,45,"Pennsylvania"
2020-05-09,31,"Pennsylvania"
2020-05-10,31,"Pennsylvania"
2020-05-11,48,"Pennsylvania"
2020-05-12,47,"Pennsylvania"
2020-05-13,49,"Pennsylvania"
2020-05-14,49,"Pennsylvania"
2020-05-15,41,"Pennsylvania"
2020-05-16,25,"Pennsylvania"
2020-02-18,4,"Oregon"
2020-02-19,6,"Oregon"
2020-02-20,5,"Oregon"
2020-02-21,4,"Oregon"
2020-02-22,4,"Oregon"
2020-02-23,5,"Oregon"
2020-02-24,3,"Oregon"
2020-02-25,5,"Oregon"
2020-02-26,5,"Oregon"
2020-02-27,5,"Oregon"
2020-02-28,4,"Oregon"
2020-02-29,3,"Oregon"
2020-03-01,3,"Oregon"
2020-03-02,5,"Oregon"
2020-03-03,5,"Oregon"
2020-03-04,4,"Oregon"
2020-03-05,5,"Oregon"
2020-03-06,5,"Oregon"
2020-03-07,3,"Oregon"
2020-03-08,4,"Oregon"
2020-03-09,6,"Oregon"
2020-03-10,5,"Oregon"
2020-03-11,10,"Oregon"
2020-03-12,12,"Oregon"
2020-03-13,16,"Oregon"
2020-03-14,8,"Oregon"
2020-03-15,9,"Oregon"
2020-03-16,23,"Oregon"
2020-03-17,28,"Oregon"
2020-03-18,38,"Oregon"
2020-03-19,44,"Oregon"
2020-03-20,36,"Oregon"
2020-03-21,32,"Oregon"
2020-03-22,29,"Oregon"
2020-03-23,44,"Oregon"
2020-03-24,59,"Oregon"
2020-03-25,59,"Oregon"
2020-03-26,61,"Oregon"
2020-03-27,58,"Oregon"
2020-03-28,56,"Oregon"
2020-03-29,54,"Oregon"
2020-03-30,92,"Oregon"
2020-03-31,91,"Oregon"
2020-04-01,100,"Oregon"
2020-04-02,96,"Oregon"
2020-04-03,91,"Oregon"
2020-04-04,64,"Oregon"
2020-04-05,48,"Oregon"
2020-04-06,86,"Oregon"
2020-04-07,85,"Oregon"
2020-04-08,72,"Oregon"
2020-04-09,70,"Oregon"
2020-04-10,64,"Oregon"
2020-04-11,42,"Oregon"
2020-04-12,49,"Oregon"
2020-04-13,65,"Oregon"
2020-04-14,65,"Oregon"
2020-04-15,55,"Oregon"
2020-04-16,61,"Oregon"
2020-04-17,47,"Oregon"
2020-04-18,33,"Oregon"
2020-04-19,37,"Oregon"
2020-04-20,49,"Oregon"
2020-04-21,54,"Oregon"
2020-04-22,54,"Oregon"
2020-04-23,52,"Oregon"
2020-04-24,47,"Oregon"
2020-04-25,37,"Oregon"
2020-04-26,36,"Oregon"
2020-04-27,39,"Oregon"
2020-04-28,50,"Oregon"
2020-04-29,45,"Oregon"
2020-04-30,41,"Oregon"
2020-05-01,39,"Oregon"
2020-05-02,34,"Oregon"
2020-05-03,30,"Oregon"
2020-05-04,34,"Oregon"
2020-05-05,38,"Oregon"
2020-05-06,44,"Oregon"
2020-05-07,45,"Oregon"
2020-05-08,40,"Oregon"
2020-05-09,23,"Oregon"
2020-05-10,26,"Oregon"
2020-05-11,29,"Oregon"
2020-05-12,43,"Oregon"
2020-05-13,40,"Oregon"
2020-05-14,43,"Oregon"
2020-05-15,37,"Oregon"
2020-05-16,27,"Oregon"
2020-02-18,4,"Oklahoma"
2020-02-19,5,"Oklahoma"
2020-02-20,3,"Oklahoma"
2020-02-21,5,"Oklahoma"
2020-02-22,2,"Oklahoma"
2020-02-23,2,"Oklahoma"
2020-02-24,2,"Oklahoma"
2020-02-25,4,"Oklahoma"
2020-02-26,3,"Oklahoma"
2020-02-27,4,"Oklahoma"
2020-02-28,3,"Oklahoma"
2020-02-29,2,"Oklahoma"
2020-03-01,2,"Oklahoma"
2020-03-02,4,"Oklahoma"
2020-03-03,4,"Oklahoma"
2020-03-04,3,"Oklahoma"
2020-03-05,2,"Oklahoma"
2020-03-06,4,"Oklahoma"
2020-03-07,2,"Oklahoma"
2020-03-08,2,"Oklahoma"
2020-03-09,3,"Oklahoma"
2020-03-10,4,"Oklahoma"
2020-03-11,6,"Oklahoma"
2020-03-12,5,"Oklahoma"
2020-03-13,6,"Oklahoma"
2020-03-14,3,"Oklahoma"
2020-03-15,3,"Oklahoma"
2020-03-16,6,"Oklahoma"
2020-03-17,13,"Oklahoma"
2020-03-18,14,"Oklahoma"
2020-03-19,17,"Oklahoma"
2020-03-20,19,"Oklahoma"
2020-03-21,25,"Oklahoma"
2020-03-22,25,"Oklahoma"
2020-03-23,53,"Oklahoma"
2020-03-24,56,"Oklahoma"
2020-03-25,56,"Oklahoma"
2020-03-26,53,"Oklahoma"
2020-03-27,57,"Oklahoma"
2020-03-28,29,"Oklahoma"
2020-03-29,49,"Oklahoma"
2020-03-30,70,"Oklahoma"
2020-03-31,65,"Oklahoma"
2020-04-01,75,"Oklahoma"
2020-04-02,63,"Oklahoma"
2020-04-03,71,"Oklahoma"
2020-04-04,46,"Oklahoma"
2020-04-05,59,"Oklahoma"
2020-04-06,100,"Oklahoma"
2020-04-07,82,"Oklahoma"
2020-04-08,69,"Oklahoma"
2020-04-09,68,"Oklahoma"
2020-04-10,51,"Oklahoma"
2020-04-11,26,"Oklahoma"
2020-04-12,38,"Oklahoma"
2020-04-13,49,"Oklahoma"
2020-04-14,49,"Oklahoma"
2020-04-15,59,"Oklahoma"
2020-04-16,50,"Oklahoma"
2020-04-17,51,"Oklahoma"
2020-04-18,21,"Oklahoma"
2020-04-19,27,"Oklahoma"
2020-04-20,44,"Oklahoma"
2020-04-21,44,"Oklahoma"
2020-04-22,39,"Oklahoma"
2020-04-23,44,"Oklahoma"
2020-04-24,30,"Oklahoma"
2020-04-25,14,"Oklahoma"
2020-04-26,22,"Oklahoma"
2020-04-27,32,"Oklahoma"
2020-04-28,36,"Oklahoma"
2020-04-29,36,"Oklahoma"
2020-04-30,32,"Oklahoma"
2020-05-01,27,"Oklahoma"
2020-05-02,12,"Oklahoma"
2020-05-03,14,"Oklahoma"
2020-05-04,26,"Oklahoma"
2020-05-05,33,"Oklahoma"
2020-05-06,34,"Oklahoma"
2020-05-07,32,"Oklahoma"
2020-05-08,21,"Oklahoma"
2020-05-09,12,"Oklahoma"
2020-05-10,13,"Oklahoma"
2020-05-11,23,"Oklahoma"
2020-05-12,26,"Oklahoma"
2020-05-13,24,"Oklahoma"
2020-05-14,22,"Oklahoma"
2020-05-15,20,"Oklahoma"
2020-05-16,8,"Oklahoma"
2020-02-18,4,"Ohio"
2020-02-19,3,"Ohio"
2020-02-20,3,"Ohio"
2020-02-21,3,"Ohio"
2020-02-22,3,"Ohio"
2020-02-23,3,"Ohio"
2020-02-24,3,"Ohio"
2020-02-25,6,"Ohio"
2020-02-26,3,"Ohio"
2020-02-27,4,"Ohio"
2020-02-28,4,"Ohio"
2020-02-29,3,"Ohio"
2020-03-01,3,"Ohio"
2020-03-02,3,"Ohio"
2020-03-03,4,"Ohio"
2020-03-04,4,"Ohio"
2020-03-05,4,"Ohio"
2020-03-06,5,"Ohio"
2020-03-07,3,"Ohio"
2020-03-08,3,"Ohio"
2020-03-09,4,"Ohio"
2020-03-10,6,"Ohio"
2020-03-11,8,"Ohio"
2020-03-12,10,"Ohio"
2020-03-13,13,"Ohio"
2020-03-14,8,"Ohio"
2020-03-15,10,"Ohio"
2020-03-16,23,"Ohio"
2020-03-17,28,"Ohio"
2020-03-18,34,"Ohio"
2020-03-19,38,"Ohio"
2020-03-20,44,"Ohio"
2020-03-21,35,"Ohio"
2020-03-22,38,"Ohio"
2020-03-23,64,"Ohio"
2020-03-24,68,"Ohio"
2020-03-25,63,"Ohio"
2020-03-26,66,"Ohio"
2020-03-27,67,"Ohio"
2020-03-28,54,"Ohio"
2020-03-29,53,"Ohio"
2020-03-30,81,"Ohio"
2020-03-31,92,"Ohio"
2020-04-01,100,"Ohio"
2020-04-02,87,"Ohio"
2020-04-03,88,"Ohio"
2020-04-04,54,"Ohio"
2020-04-05,56,"Ohio"
2020-04-06,73,"Ohio"
2020-04-07,75,"Ohio"
2020-04-08,69,"Ohio"
2020-04-09,66,"Ohio"
2020-04-10,59,"Ohio"
2020-04-11,50,"Ohio"
2020-04-12,66,"Ohio"
2020-04-13,52,"Ohio"
2020-04-14,65,"Ohio"
2020-04-15,64,"Ohio"
2020-04-16,63,"Ohio"
2020-04-17,57,"Ohio"
2020-04-18,41,"Ohio"
2020-04-19,43,"Ohio"
2020-04-20,51,"Ohio"
2020-04-21,56,"Ohio"
2020-04-22,61,"Ohio"
2020-04-23,59,"Ohio"
2020-04-24,50,"Ohio"
2020-04-25,32,"Ohio"
2020-04-26,36,"Ohio"
2020-04-27,46,"Ohio"
2020-04-28,49,"Ohio"
2020-04-29,52,"Ohio"
2020-04-30,47,"Ohio"
2020-05-01,43,"Ohio"
2020-05-02,28,"Ohio"
2020-05-03,31,"Ohio"
2020-05-04,40,"Ohio"
2020-05-05,42,"Ohio"
2020-05-06,43,"Ohio"
2020-05-07,43,"Ohio"
2020-05-08,43,"Ohio"
2020-05-09,25,"Ohio"
2020-05-10,26,"Ohio"
2020-05-11,39,"Ohio"
2020-05-12,39,"Ohio"
2020-05-13,44,"Ohio"
2020-05-14,41,"Ohio"
2020-05-15,34,"Ohio"
2020-05-16,19,"Ohio"
2020-02-18,5,"North Dakota"
2020-02-19,5,"North Dakota"
2020-02-20,5,"North Dakota"
2020-02-21,5,"North Dakota"
2020-02-22,0,"North Dakota"
2020-02-23,6,"North Dakota"
2020-02-24,10,"North Dakota"
2020-02-25,7,"North Dakota"
2020-02-26,12,"North Dakota"
2020-02-27,0,"North Dakota"
2020-02-28,5,"North Dakota"
2020-02-29,0,"North Dakota"
2020-03-01,6,"North Dakota"
2020-03-02,5,"North Dakota"
2020-03-03,8,"North Dakota"
2020-03-04,5,"North Dakota"
2020-03-05,5,"North Dakota"
2020-03-06,5,"North Dakota"
2020-03-07,0,"North Dakota"
2020-03-08,6,"North Dakota"
2020-03-09,0,"North Dakota"
2020-03-10,5,"North Dakota"
2020-03-11,5,"North Dakota"
2020-03-12,5,"North Dakota"
2020-03-13,12,"North Dakota"
2020-03-14,0,"North Dakota"
2020-03-15,0,"North Dakota"
2020-03-16,13,"North Dakota"
2020-03-17,23,"North Dakota"
2020-03-18,32,"North Dakota"
2020-03-19,34,"North Dakota"
2020-03-20,52,"North Dakota"
2020-03-21,32,"North Dakota"
2020-03-22,41,"North Dakota"
2020-03-23,74,"North Dakota"
2020-03-24,77,"North Dakota"
2020-03-25,65,"North Dakota"
2020-03-26,78,"North Dakota"
2020-03-27,75,"North Dakota"
2020-03-28,37,"North Dakota"
2020-03-29,39,"North Dakota"
2020-03-30,94,"North Dakota"
2020-03-31,88,"North Dakota"
2020-04-01,100,"North Dakota"
2020-04-02,87,"North Dakota"
2020-04-03,79,"North Dakota"
2020-04-04,69,"North Dakota"
2020-04-05,34,"North Dakota"
2020-04-06,91,"North Dakota"
2020-04-07,66,"North Dakota"
2020-04-08,75,"North Dakota"
2020-04-09,67,"North Dakota"
2020-04-10,36,"North Dakota"
2020-04-11,32,"North Dakota"
2020-04-12,71,"North Dakota"
2020-04-13,43,"North Dakota"
2020-04-14,54,"North Dakota"
2020-04-15,48,"North Dakota"
2020-04-16,49,"North Dakota"
2020-04-17,40,"North Dakota"
2020-04-18,30,"North Dakota"
2020-04-19,33,"North Dakota"
2020-04-20,49,"North Dakota"
2020-04-21,52,"North Dakota"
2020-04-22,60,"North Dakota"
2020-04-23,45,"North Dakota"
2020-04-24,38,"North Dakota"
2020-04-25,32,"North Dakota"
2020-04-26,24,"North Dakota"
2020-04-27,35,"North Dakota"
2020-04-28,43,"North Dakota"
2020-04-29,40,"North Dakota"
2020-04-30,43,"North Dakota"
2020-05-01,42,"North Dakota"
2020-05-02,32,"North Dakota"
2020-05-03,19,"North Dakota"
2020-05-04,36,"North Dakota"
2020-05-05,29,"North Dakota"
2020-05-06,33,"North Dakota"
2020-05-07,50,"North Dakota"
2020-05-08,35,"North Dakota"
2020-05-09,10,"North Dakota"
2020-05-10,14,"North Dakota"
2020-05-11,49,"North Dakota"
2020-05-12,42,"North Dakota"
2020-05-13,33,"North Dakota"
2020-05-14,31,"North Dakota"
2020-05-15,29,"North Dakota"
2020-05-16,29,"North Dakota"
2020-02-18,4,"North Carolina"
2020-02-19,4,"North Carolina"
2020-02-20,3,"North Carolina"
2020-02-21,4,"North Carolina"
2020-02-22,3,"North Carolina"
2020-02-23,2,"North Carolina"
2020-02-24,3,"North Carolina"
2020-02-25,4,"North Carolina"
2020-02-26,4,"North Carolina"
2020-02-27,6,"North Carolina"
2020-02-28,4,"North Carolina"
2020-02-29,3,"North Carolina"
2020-03-01,5,"North Carolina"
2020-03-02,4,"North Carolina"
2020-03-03,4,"North Carolina"
2020-03-04,6,"North Carolina"
2020-03-05,4,"North Carolina"
2020-03-06,6,"North Carolina"
2020-03-07,4,"North Carolina"
2020-03-08,3,"North Carolina"
2020-03-09,6,"North Carolina"
2020-03-10,5,"North Carolina"
2020-03-11,9,"North Carolina"
2020-03-12,10,"North Carolina"
2020-03-13,15,"North Carolina"
2020-03-14,9,"North Carolina"
2020-03-15,11,"North Carolina"
2020-03-16,29,"North Carolina"
2020-03-17,35,"North Carolina"
2020-03-18,49,"North Carolina"
2020-03-19,55,"North Carolina"
2020-03-20,55,"North Carolina"
2020-03-21,37,"North Carolina"
2020-03-22,52,"North Carolina"
2020-03-23,91,"North Carolina"
2020-03-24,90,"North Carolina"
2020-03-25,89,"North Carolina"
2020-03-26,84,"North Carolina"
2020-03-27,76,"North Carolina"
2020-03-28,45,"North Carolina"
2020-03-29,57,"North Carolina"
2020-03-30,90,"North Carolina"
2020-03-31,93,"North Carolina"
2020-04-01,100,"North Carolina"
2020-04-02,92,"North Carolina"
2020-04-03,84,"North Carolina"
2020-04-04,51,"North Carolina"
2020-04-05,55,"North Carolina"
2020-04-06,77,"North Carolina"
2020-04-07,79,"North Carolina"
2020-04-08,75,"North Carolina"
2020-04-09,74,"North Carolina"
2020-04-10,44,"North Carolina"
2020-04-11,40,"North Carolina"
2020-04-12,47,"North Carolina"
2020-04-13,51,"North Carolina"
2020-04-14,55,"North Carolina"
2020-04-15,56,"North Carolina"
2020-04-16,54,"North Carolina"
2020-04-17,49,"North Carolina"
2020-04-18,34,"North Carolina"
2020-04-19,38,"North Carolina"
2020-04-20,53,"North Carolina"
2020-04-21,57,"North Carolina"
2020-04-22,56,"North Carolina"
2020-04-23,60,"North Carolina"
2020-04-24,45,"North Carolina"
2020-04-25,34,"North Carolina"
2020-04-26,35,"North Carolina"
2020-04-27,49,"North Carolina"
2020-04-28,48,"North Carolina"
2020-04-29,52,"North Carolina"
2020-04-30,50,"North Carolina"
2020-05-01,46,"North Carolina"
2020-05-02,26,"North Carolina"
2020-05-03,33,"North Carolina"
2020-05-04,44,"North Carolina"
2020-05-05,47,"North Carolina"
2020-05-06,48,"North Carolina"
2020-05-07,47,"North Carolina"
2020-05-08,42,"North Carolina"
2020-05-09,25,"North Carolina"
2020-05-10,29,"North Carolina"
2020-05-11,37,"North Carolina"
2020-05-12,45,"North Carolina"
2020-05-13,46,"North Carolina"
2020-05-14,47,"North Carolina"
2020-05-15,37,"North Carolina"
2020-05-16,24,"North Carolina"
2020-02-18,4,"New York"
2020-02-19,4,"New York"
2020-02-20,4,"New York"
2020-02-21,5,"New York"
2020-02-22,3,"New York"
2020-02-23,4,"New York"
2020-02-24,4,"New York"
2020-02-25,6,"New York"
2020-02-26,5,"New York"
2020-02-27,6,"New York"
2020-02-28,6,"New York"
2020-02-29,4,"New York"
2020-03-01,4,"New York"
2020-03-02,5,"New York"
2020-03-03,4,"New York"
2020-03-04,6,"New York"
2020-03-05,7,"New York"
2020-03-06,6,"New York"
2020-03-07,4,"New York"
2020-03-08,5,"New York"
2020-03-09,10,"New York"
2020-03-10,12,"New York"
2020-03-11,17,"New York"
2020-03-12,19,"New York"
2020-03-13,20,"New York"
2020-03-14,13,"New York"
2020-03-15,17,"New York"
2020-03-16,40,"New York"
2020-03-17,49,"New York"
2020-03-18,52,"New York"
2020-03-19,68,"New York"
2020-03-20,64,"New York"
2020-03-21,43,"New York"
2020-03-22,58,"New York"
2020-03-23,100,"New York"
2020-03-24,94,"New York"
2020-03-25,85,"New York"
2020-03-26,85,"New York"
2020-03-27,66,"New York"
2020-03-28,63,"New York"
2020-03-29,62,"New York"
2020-03-30,87,"New York"
2020-03-31,90,"New York"
2020-04-01,90,"New York"
2020-04-02,79,"New York"
2020-04-03,85,"New York"
2020-04-04,53,"New York"
2020-04-05,63,"New York"
2020-04-06,71,"New York"
2020-04-07,70,"New York"
2020-04-08,66,"New York"
2020-04-09,63,"New York"
2020-04-10,52,"New York"
2020-04-11,48,"New York"
2020-04-12,62,"New York"
2020-04-13,54,"New York"
2020-04-14,54,"New York"
2020-04-15,56,"New York"
2020-04-16,57,"New York"
2020-04-17,50,"New York"
2020-04-18,47,"New York"
2020-04-19,45,"New York"
2020-04-20,58,"New York"
2020-04-21,58,"New York"
2020-04-22,59,"New York"
2020-04-23,61,"New York"
2020-04-24,50,"New York"
2020-04-25,43,"New York"
2020-04-26,43,"New York"
2020-04-27,53,"New York"
2020-04-28,54,"New York"
2020-04-29,56,"New York"
2020-04-30,57,"New York"
2020-05-01,47,"New York"
2020-05-02,34,"New York"
2020-05-03,33,"New York"
2020-05-04,42,"New York"
2020-05-05,45,"New York"
2020-05-06,53,"New York"
2020-05-07,52,"New York"
2020-05-08,43,"New York"
2020-05-09,34,"New York"
