"date","coronavirus_hits","state"
2020-05-04,16,"New York"
2020-05-05,15,"New York"
2020-05-06,15,"New York"
2020-05-07,15,"New York"
2020-05-08,13,"New York"
2020-05-09,14,"New York"
2020-05-10,15,"New York"
2020-05-11,15,"New York"
2020-05-12,14,"New York"
2020-05-13,14,"New York"
2020-05-14,14,"New York"
2020-05-15,13,"New York"
2020-05-16,13,"New York"
2020-02-18,3,"New Mexico"
2020-02-19,3,"New Mexico"
2020-02-20,3,"New Mexico"
2020-02-21,3,"New Mexico"
2020-02-22,3,"New Mexico"
2020-02-23,3,"New Mexico"
2020-02-24,5,"New Mexico"
2020-02-25,7,"New Mexico"
2020-02-26,12,"New Mexico"
2020-02-27,15,"New Mexico"
2020-02-28,14,"New Mexico"
2020-02-29,17,"New Mexico"
2020-03-01,15,"New Mexico"
2020-03-02,19,"New Mexico"
2020-03-03,18,"New Mexico"
2020-03-04,18,"New Mexico"
2020-03-05,26,"New Mexico"
2020-03-06,22,"New Mexico"
2020-03-07,24,"New Mexico"
2020-03-08,25,"New Mexico"
2020-03-09,26,"New Mexico"
2020-03-10,29,"New Mexico"
2020-03-11,66,"New Mexico"
2020-03-12,98,"New Mexico"
2020-03-13,95,"New Mexico"
2020-03-14,75,"New Mexico"
2020-03-15,100,"New Mexico"
2020-03-16,95,"New Mexico"
2020-03-17,85,"New Mexico"
2020-03-18,80,"New Mexico"
2020-03-19,73,"New Mexico"
2020-03-20,73,"New Mexico"
2020-03-21,74,"New Mexico"
2020-03-22,72,"New Mexico"
2020-03-23,78,"New Mexico"
2020-03-24,64,"New Mexico"
2020-03-25,63,"New Mexico"
2020-03-26,61,"New Mexico"
2020-03-27,60,"New Mexico"
2020-03-28,58,"New Mexico"
2020-03-29,53,"New Mexico"
2020-03-30,51,"New Mexico"
2020-03-31,47,"New Mexico"
2020-04-01,50,"New Mexico"
2020-04-02,45,"New Mexico"
2020-04-03,58,"New Mexico"
2020-04-04,61,"New Mexico"
2020-04-05,57,"New Mexico"
2020-04-06,54,"New Mexico"
2020-04-07,57,"New Mexico"
2020-04-08,50,"New Mexico"
2020-04-09,50,"New Mexico"
2020-04-10,48,"New Mexico"
2020-04-11,39,"New Mexico"
2020-04-12,31,"New Mexico"
2020-04-13,40,"New Mexico"
2020-04-14,43,"New Mexico"
2020-04-15,43,"New Mexico"
2020-04-16,37,"New Mexico"
2020-04-17,40,"New Mexico"
2020-04-18,42,"New Mexico"
2020-04-19,30,"New Mexico"
2020-04-20,35,"New Mexico"
2020-04-21,41,"New Mexico"
2020-04-22,29,"New Mexico"
2020-04-23,32,"New Mexico"
2020-04-24,35,"New Mexico"
2020-04-25,25,"New Mexico"
2020-04-26,20,"New Mexico"
2020-04-27,22,"New Mexico"
2020-04-28,20,"New Mexico"
2020-04-29,18,"New Mexico"
2020-04-30,19,"New Mexico"
2020-05-01,17,"New Mexico"
2020-05-02,18,"New Mexico"
2020-05-03,19,"New Mexico"
2020-05-04,16,"New Mexico"
2020-05-05,17,"New Mexico"
2020-05-06,16,"New Mexico"
2020-05-07,16,"New Mexico"
2020-05-08,16,"New Mexico"
2020-05-09,15,"New Mexico"
2020-05-10,17,"New Mexico"
2020-05-11,17,"New Mexico"
2020-05-12,16,"New Mexico"
2020-05-13,18,"New Mexico"
2020-05-14,17,"New Mexico"
2020-05-15,15,"New Mexico"
2020-05-16,17,"New Mexico"
2020-02-18,3,"New Jersey"
2020-02-19,3,"New Jersey"
2020-02-20,2,"New Jersey"
2020-02-21,3,"New Jersey"
2020-02-22,4,"New Jersey"
2020-02-23,5,"New Jersey"
2020-02-24,7,"New Jersey"
2020-02-25,11,"New Jersey"
2020-02-26,16,"New Jersey"
2020-02-27,18,"New Jersey"
2020-02-28,19,"New Jersey"
2020-02-29,21,"New Jersey"
2020-03-01,17,"New Jersey"
2020-03-02,26,"New Jersey"
2020-03-03,24,"New Jersey"
2020-03-04,25,"New Jersey"
2020-03-05,42,"New Jersey"
2020-03-06,37,"New Jersey"
2020-03-07,38,"New Jersey"
2020-03-08,39,"New Jersey"
2020-03-09,49,"New Jersey"
2020-03-10,61,"New Jersey"
2020-03-11,65,"New Jersey"
2020-03-12,97,"New Jersey"
2020-03-13,82,"New Jersey"
2020-03-14,78,"New Jersey"
2020-03-15,100,"New Jersey"
2020-03-16,87,"New Jersey"
2020-03-17,76,"New Jersey"
2020-03-18,72,"New Jersey"
2020-03-19,72,"New Jersey"
2020-03-20,72,"New Jersey"
2020-03-21,77,"New Jersey"
2020-03-22,71,"New Jersey"
2020-03-23,61,"New Jersey"
2020-03-24,56,"New Jersey"
2020-03-25,53,"New Jersey"
2020-03-26,54,"New Jersey"
2020-03-27,55,"New Jersey"
2020-03-28,56,"New Jersey"
2020-03-29,53,"New Jersey"
2020-03-30,45,"New Jersey"
2020-03-31,43,"New Jersey"
2020-04-01,42,"New Jersey"
2020-04-02,41,"New Jersey"
2020-04-03,51,"New Jersey"
2020-04-04,57,"New Jersey"
2020-04-05,57,"New Jersey"
2020-04-06,55,"New Jersey"
2020-04-07,51,"New Jersey"
2020-04-08,49,"New Jersey"
2020-04-09,47,"New Jersey"
2020-04-10,46,"New Jersey"
2020-04-11,35,"New Jersey"
2020-04-12,31,"New Jersey"
2020-04-13,41,"New Jersey"
2020-04-14,42,"New Jersey"
2020-04-15,40,"New Jersey"
2020-04-16,39,"New Jersey"
2020-04-17,39,"New Jersey"
2020-04-18,39,"New Jersey"
2020-04-19,28,"New Jersey"
2020-04-20,32,"New Jersey"
2020-04-21,35,"New Jersey"
2020-04-22,24,"New Jersey"
2020-04-23,32,"New Jersey"
2020-04-24,34,"New Jersey"
2020-04-25,24,"New Jersey"
2020-04-26,19,"New Jersey"
2020-04-27,19,"New Jersey"
2020-04-28,18,"New Jersey"
2020-04-29,18,"New Jersey"
2020-04-30,16,"New Jersey"
2020-05-01,16,"New Jersey"
2020-05-02,17,"New Jersey"
2020-05-03,18,"New Jersey"
2020-05-04,17,"New Jersey"
2020-05-05,15,"New Jersey"
2020-05-06,16,"New Jersey"
2020-05-07,16,"New Jersey"
2020-05-08,14,"New Jersey"
2020-05-09,15,"New Jersey"
2020-05-10,15,"New Jersey"
2020-05-11,15,"New Jersey"
2020-05-12,14,"New Jersey"
2020-05-13,14,"New Jersey"
2020-05-14,14,"New Jersey"
2020-05-15,14,"New Jersey"
2020-05-16,14,"New Jersey"
2020-02-18,2,"New Hampshire"
2020-02-19,2,"New Hampshire"
2020-02-20,3,"New Hampshire"
2020-02-21,3,"New Hampshire"
2020-02-22,3,"New Hampshire"
2020-02-23,4,"New Hampshire"
2020-02-24,7,"New Hampshire"
2020-02-25,12,"New Hampshire"
2020-02-26,16,"New Hampshire"
2020-02-27,18,"New Hampshire"
2020-02-28,17,"New Hampshire"
2020-02-29,17,"New Hampshire"
2020-03-01,16,"New Hampshire"
2020-03-02,30,"New Hampshire"
2020-03-03,29,"New Hampshire"
2020-03-04,25,"New Hampshire"
2020-03-05,24,"New Hampshire"
2020-03-06,26,"New Hampshire"
2020-03-07,26,"New Hampshire"
2020-03-08,28,"New Hampshire"
2020-03-09,33,"New Hampshire"
2020-03-10,46,"New Hampshire"
2020-03-11,54,"New Hampshire"
2020-03-12,89,"New Hampshire"
2020-03-13,78,"New Hampshire"
2020-03-14,79,"New Hampshire"
2020-03-15,100,"New Hampshire"
2020-03-16,93,"New Hampshire"
2020-03-17,82,"New Hampshire"
2020-03-18,69,"New Hampshire"
2020-03-19,77,"New Hampshire"
2020-03-20,65,"New Hampshire"
2020-03-21,70,"New Hampshire"
2020-03-22,79,"New Hampshire"
2020-03-23,62,"New Hampshire"
2020-03-24,54,"New Hampshire"
2020-03-25,53,"New Hampshire"
2020-03-26,56,"New Hampshire"
2020-03-27,51,"New Hampshire"
2020-03-28,50,"New Hampshire"
2020-03-29,52,"New Hampshire"
2020-03-30,44,"New Hampshire"
2020-03-31,43,"New Hampshire"
2020-04-01,44,"New Hampshire"
2020-04-02,45,"New Hampshire"
2020-04-03,49,"New Hampshire"
2020-04-04,56,"New Hampshire"
2020-04-05,53,"New Hampshire"
2020-04-06,51,"New Hampshire"
2020-04-07,52,"New Hampshire"
2020-04-08,44,"New Hampshire"
2020-04-09,41,"New Hampshire"
2020-04-10,40,"New Hampshire"
2020-04-11,31,"New Hampshire"
2020-04-12,30,"New Hampshire"
2020-04-13,40,"New Hampshire"
2020-04-14,40,"New Hampshire"
2020-04-15,37,"New Hampshire"
2020-04-16,38,"New Hampshire"
2020-04-17,35,"New Hampshire"
2020-04-18,40,"New Hampshire"
2020-04-19,29,"New Hampshire"
2020-04-20,31,"New Hampshire"
2020-04-21,39,"New Hampshire"
2020-04-22,25,"New Hampshire"
2020-04-23,30,"New Hampshire"
2020-04-24,32,"New Hampshire"
2020-04-25,23,"New Hampshire"
2020-04-26,20,"New Hampshire"
2020-04-27,18,"New Hampshire"
2020-04-28,21,"New Hampshire"
2020-04-29,18,"New Hampshire"
2020-04-30,15,"New Hampshire"
2020-05-01,18,"New Hampshire"
2020-05-02,16,"New Hampshire"
2020-05-03,18,"New Hampshire"
2020-05-04,17,"New Hampshire"
2020-05-05,17,"New Hampshire"
2020-05-06,13,"New Hampshire"
2020-05-07,17,"New Hampshire"
2020-05-08,11,"New Hampshire"
2020-05-09,14,"New Hampshire"
2020-05-10,15,"New Hampshire"
2020-05-11,14,"New Hampshire"
2020-05-12,13,"New Hampshire"
2020-05-13,14,"New Hampshire"
2020-05-14,13,"New Hampshire"
2020-05-15,12,"New Hampshire"
2020-05-16,15,"New Hampshire"
2020-02-18,4,"Nevada"
2020-02-19,3,"Nevada"
2020-02-20,3,"Nevada"
2020-02-21,3,"Nevada"
2020-02-22,4,"Nevada"
2020-02-23,5,"Nevada"
2020-02-24,6,"Nevada"
2020-02-25,10,"Nevada"
2020-02-26,15,"Nevada"
2020-02-27,17,"Nevada"
2020-02-28,19,"Nevada"
2020-02-29,21,"Nevada"
2020-03-01,17,"Nevada"
2020-03-02,20,"Nevada"
2020-03-03,22,"Nevada"
2020-03-04,23,"Nevada"
2020-03-05,39,"Nevada"
2020-03-06,43,"Nevada"
2020-03-07,33,"Nevada"
2020-03-08,28,"Nevada"
2020-03-09,31,"Nevada"
2020-03-10,36,"Nevada"
2020-03-11,43,"Nevada"
2020-03-12,88,"Nevada"
2020-03-13,88,"Nevada"
2020-03-14,84,"Nevada"
2020-03-15,98,"Nevada"
2020-03-16,100,"Nevada"
2020-03-17,87,"Nevada"
2020-03-18,81,"Nevada"
2020-03-19,71,"Nevada"
2020-03-20,73,"Nevada"
2020-03-21,66,"Nevada"
2020-03-22,66,"Nevada"
2020-03-23,64,"Nevada"
2020-03-24,58,"Nevada"
2020-03-25,54,"Nevada"
2020-03-26,55,"Nevada"
2020-03-27,58,"Nevada"
2020-03-28,54,"Nevada"
2020-03-29,55,"Nevada"
2020-03-30,50,"Nevada"
2020-03-31,48,"Nevada"
2020-04-01,48,"Nevada"
2020-04-02,45,"Nevada"
2020-04-03,57,"Nevada"
2020-04-04,59,"Nevada"
2020-04-05,58,"Nevada"
2020-04-06,61,"Nevada"
2020-04-07,55,"Nevada"
2020-04-08,51,"Nevada"
2020-04-09,52,"Nevada"
2020-04-10,47,"Nevada"
2020-04-11,35,"Nevada"
2020-04-12,32,"Nevada"
2020-04-13,43,"Nevada"
2020-04-14,46,"Nevada"
2020-04-15,41,"Nevada"
2020-04-16,40,"Nevada"
2020-04-17,42,"Nevada"
2020-04-18,43,"Nevada"
2020-04-19,28,"Nevada"
2020-04-20,35,"Nevada"
2020-04-21,40,"Nevada"
2020-04-22,28,"Nevada"
2020-04-23,33,"Nevada"
2020-04-24,35,"Nevada"
2020-04-25,25,"Nevada"
2020-04-26,20,"Nevada"
2020-04-27,21,"Nevada"
2020-04-28,19,"Nevada"
2020-04-29,19,"Nevada"
2020-04-30,17,"Nevada"
2020-05-01,17,"Nevada"
2020-05-02,18,"Nevada"
2020-05-03,18,"Nevada"
2020-05-04,17,"Nevada"
2020-05-05,17,"Nevada"
2020-05-06,16,"Nevada"
2020-05-07,17,"Nevada"
2020-05-08,15,"Nevada"
2020-05-09,14,"Nevada"
2020-05-10,15,"Nevada"
2020-05-11,15,"Nevada"
2020-05-12,14,"Nevada"
2020-05-13,15,"Nevada"
2020-05-14,15,"Nevada"
2020-05-15,15,"Nevada"
2020-05-16,14,"Nevada"
2020-02-18,5,"Nebraska"
2020-02-19,4,"Nebraska"
2020-02-20,3,"Nebraska"
2020-02-21,5,"Nebraska"
2020-02-22,4,"Nebraska"
2020-02-23,5,"Nebraska"
2020-02-24,6,"Nebraska"
2020-02-25,11,"Nebraska"
2020-02-26,14,"Nebraska"
2020-02-27,18,"Nebraska"
2020-02-28,15,"Nebraska"
2020-02-29,17,"Nebraska"
2020-03-01,14,"Nebraska"
2020-03-02,19,"Nebraska"
2020-03-03,19,"Nebraska"
2020-03-04,19,"Nebraska"
2020-03-05,20,"Nebraska"
2020-03-06,24,"Nebraska"
2020-03-07,45,"Nebraska"
2020-03-08,36,"Nebraska"
2020-03-09,46,"Nebraska"
2020-03-10,38,"Nebraska"
2020-03-11,55,"Nebraska"
2020-03-12,88,"Nebraska"
2020-03-13,82,"Nebraska"
2020-03-14,69,"Nebraska"
2020-03-15,100,"Nebraska"
2020-03-16,90,"Nebraska"
2020-03-17,79,"Nebraska"
2020-03-18,75,"Nebraska"
2020-03-19,68,"Nebraska"
2020-03-20,61,"Nebraska"
2020-03-21,65,"Nebraska"
2020-03-22,62,"Nebraska"
2020-03-23,58,"Nebraska"
2020-03-24,55,"Nebraska"
2020-03-25,51,"Nebraska"
2020-03-26,51,"Nebraska"
2020-03-27,54,"Nebraska"
2020-03-28,47,"Nebraska"
2020-03-29,49,"Nebraska"
2020-03-30,45,"Nebraska"
2020-03-31,42,"Nebraska"
2020-04-01,41,"Nebraska"
2020-04-02,42,"Nebraska"
2020-04-03,51,"Nebraska"
2020-04-04,58,"Nebraska"
2020-04-05,53,"Nebraska"
2020-04-06,59,"Nebraska"
2020-04-07,50,"Nebraska"
2020-04-08,47,"Nebraska"
2020-04-09,47,"Nebraska"
2020-04-10,45,"Nebraska"
2020-04-11,31,"Nebraska"
2020-04-12,25,"Nebraska"
2020-04-13,37,"Nebraska"
2020-04-14,42,"Nebraska"
2020-04-15,44,"Nebraska"
2020-04-16,39,"Nebraska"
2020-04-17,38,"Nebraska"
2020-04-18,39,"Nebraska"
2020-04-19,31,"Nebraska"
2020-04-20,36,"Nebraska"
2020-04-21,36,"Nebraska"
2020-04-22,25,"Nebraska"
2020-04-23,30,"Nebraska"
2020-04-24,37,"Nebraska"
2020-04-25,25,"Nebraska"
2020-04-26,19,"Nebraska"
2020-04-27,18,"Nebraska"
2020-04-28,20,"Nebraska"
2020-04-29,20,"Nebraska"
2020-04-30,15,"Nebraska"
2020-05-01,19,"Nebraska"
2020-05-02,15,"Nebraska"
2020-05-03,17,"Nebraska"
2020-05-04,17,"Nebraska"
2020-05-05,17,"Nebraska"
2020-05-06,16,"Nebraska"
2020-05-07,14,"Nebraska"
2020-05-08,13,"Nebraska"
2020-05-09,15,"Nebraska"
2020-05-10,16,"Nebraska"
2020-05-11,14,"Nebraska"
2020-05-12,13,"Nebraska"
2020-05-13,14,"Nebraska"
2020-05-14,13,"Nebraska"
2020-05-15,14,"Nebraska"
2020-05-16,13,"Nebraska"
2020-02-18,4,"Montana"
2020-02-19,4,"Montana"
2020-02-20,2,"Montana"
2020-02-21,4,"Montana"
2020-02-22,3,"Montana"
2020-02-23,3,"Montana"
2020-02-24,4,"Montana"
2020-02-25,7,"Montana"
2020-02-26,12,"Montana"
2020-02-27,14,"Montana"
2020-02-28,14,"Montana"
2020-02-29,16,"Montana"
2020-03-01,14,"Montana"
2020-03-02,18,"Montana"
2020-03-03,19,"Montana"
2020-03-04,15,"Montana"
2020-03-05,17,"Montana"
2020-03-06,18,"Montana"
2020-03-07,21,"Montana"
2020-03-08,22,"Montana"
2020-03-09,25,"Montana"
2020-03-10,28,"Montana"
2020-03-11,38,"Montana"
2020-03-12,71,"Montana"
2020-03-13,79,"Montana"
2020-03-14,92,"Montana"
2020-03-15,100,"Montana"
2020-03-16,86,"Montana"
2020-03-17,78,"Montana"
2020-03-18,65,"Montana"
2020-03-19,61,"Montana"
2020-03-20,65,"Montana"
2020-03-21,63,"Montana"
2020-03-22,66,"Montana"
2020-03-23,59,"Montana"
2020-03-24,57,"Montana"
2020-03-25,52,"Montana"
2020-03-26,60,"Montana"
2020-03-27,63,"Montana"
2020-03-28,54,"Montana"
2020-03-29,53,"Montana"
2020-03-30,47,"Montana"
2020-03-31,45,"Montana"
2020-04-01,37,"Montana"
2020-04-02,40,"Montana"
2020-04-03,51,"Montana"
2020-04-04,54,"Montana"
2020-04-05,49,"Montana"
2020-04-06,45,"Montana"
2020-04-07,44,"Montana"
2020-04-08,42,"Montana"
2020-04-09,39,"Montana"
2020-04-10,38,"Montana"
2020-04-11,31,"Montana"
2020-04-12,25,"Montana"
2020-04-13,35,"Montana"
2020-04-14,34,"Montana"
2020-04-15,30,"Montana"
2020-04-16,31,"Montana"
2020-04-17,35,"Montana"
2020-04-18,33,"Montana"
2020-04-19,26,"Montana"
2020-04-20,28,"Montana"
2020-04-21,32,"Montana"
2020-04-22,28,"Montana"
2020-04-23,25,"Montana"
2020-04-24,26,"Montana"
2020-04-25,19,"Montana"
2020-04-26,18,"Montana"
2020-04-27,18,"Montana"
2020-04-28,16,"Montana"
2020-04-29,14,"Montana"
2020-04-30,14,"Montana"
2020-05-01,12,"Montana"
2020-05-02,14,"Montana"
2020-05-03,15,"Montana"
2020-05-04,14,"Montana"
2020-05-05,14,"Montana"
2020-05-06,12,"Montana"
2020-05-07,12,"Montana"
2020-05-08,12,"Montana"
2020-05-09,13,"Montana"
2020-05-10,13,"Montana"
2020-05-11,13,"Montana"
2020-05-12,13,"Montana"
2020-05-13,14,"Montana"
2020-05-14,11,"Montana"
2020-05-15,11,"Montana"
2020-05-16,10,"Montana"
2020-02-18,3,"Missouri"
2020-02-19,4,"Missouri"
2020-02-20,2,"Missouri"
2020-02-21,3,"Missouri"
2020-02-22,4,"Missouri"
2020-02-23,4,"Missouri"
2020-02-24,6,"Missouri"
2020-02-25,9,"Missouri"
2020-02-26,14,"Missouri"
2020-02-27,19,"Missouri"
2020-02-28,17,"Missouri"
2020-02-29,17,"Missouri"
2020-03-01,15,"Missouri"
2020-03-02,19,"Missouri"
2020-03-03,18,"Missouri"
2020-03-04,17,"Missouri"
2020-03-05,18,"Missouri"
2020-03-06,21,"Missouri"
2020-03-07,21,"Missouri"
2020-03-08,41,"Missouri"
2020-03-09,41,"Missouri"
2020-03-10,40,"Missouri"
2020-03-11,46,"Missouri"
2020-03-12,97,"Missouri"
2020-03-13,87,"Missouri"
2020-03-14,74,"Missouri"
2020-03-15,100,"Missouri"
2020-03-16,98,"Missouri"
2020-03-17,94,"Missouri"
2020-03-18,89,"Missouri"
2020-03-19,87,"Missouri"
2020-03-20,80,"Missouri"
2020-03-21,84,"Missouri"
2020-03-22,81,"Missouri"
2020-03-23,74,"Missouri"
2020-03-24,69,"Missouri"
2020-03-25,61,"Missouri"
2020-03-26,64,"Missouri"
2020-03-27,62,"Missouri"
2020-03-28,55,"Missouri"
2020-03-29,55,"Missouri"
2020-03-30,51,"Missouri"
2020-03-31,46,"Missouri"
2020-04-01,47,"Missouri"
2020-04-02,46,"Missouri"
2020-04-03,56,"Missouri"
2020-04-04,59,"Missouri"
2020-04-05,57,"Missouri"
2020-04-06,58,"Missouri"
2020-04-07,53,"Missouri"
2020-04-08,51,"Missouri"
2020-04-09,48,"Missouri"
2020-04-10,46,"Missouri"
2020-04-11,33,"Missouri"
2020-04-12,27,"Missouri"
2020-04-13,40,"Missouri"
2020-04-14,43,"Missouri"
2020-04-15,41,"Missouri"
2020-04-16,39,"Missouri"
2020-04-17,36,"Missouri"
2020-04-18,38,"Missouri"
2020-04-19,27,"Missouri"
2020-04-20,32,"Missouri"
2020-04-21,35,"Missouri"
2020-04-22,23,"Missouri"
2020-04-23,32,"Missouri"
2020-04-24,33,"Missouri"
2020-04-25,23,"Missouri"
2020-04-26,17,"Missouri"
2020-04-27,18,"Missouri"
2020-04-28,16,"Missouri"
2020-04-29,16,"Missouri"
2020-04-30,15,"Missouri"
2020-05-01,15,"Missouri"
2020-05-02,14,"Missouri"
2020-05-03,15,"Missouri"
2020-05-04,15,"Missouri"
2020-05-05,14,"Missouri"
2020-05-06,13,"Missouri"
2020-05-07,14,"Missouri"
2020-05-08,13,"Missouri"
2020-05-09,14,"Missouri"
2020-05-10,13,"Missouri"
2020-05-11,13,"Missouri"
2020-05-12,14,"Missouri"
2020-05-13,13,"Missouri"
2020-05-14,12,"Missouri"
2020-05-15,12,"Missouri"
2020-05-16,12,"Missouri"
2020-02-18,2,"Mississippi"
2020-02-19,3,"Mississippi"
2020-02-20,2,"Mississippi"
2020-02-21,2,"Mississippi"
2020-02-22,2,"Mississippi"
2020-02-23,3,"Mississippi"
2020-02-24,5,"Mississippi"
2020-02-25,6,"Mississippi"
2020-02-26,11,"Mississippi"
2020-02-27,14,"Mississippi"
2020-02-28,11,"Mississippi"
2020-02-29,10,"Mississippi"
2020-03-01,10,"Mississippi"
2020-03-02,15,"Mississippi"
2020-03-03,14,"Mississippi"
2020-03-04,14,"Mississippi"
2020-03-05,16,"Mississippi"
2020-03-06,18,"Mississippi"
2020-03-07,18,"Mississippi"
2020-03-08,21,"Mississippi"
2020-03-09,26,"Mississippi"
2020-03-10,28,"Mississippi"
2020-03-11,37,"Mississippi"
2020-03-12,100,"Mississippi"
2020-03-13,75,"Mississippi"
2020-03-14,72,"Mississippi"
2020-03-15,99,"Mississippi"
2020-03-16,88,"Mississippi"
2020-03-17,85,"Mississippi"
2020-03-18,81,"Mississippi"
2020-03-19,79,"Mississippi"
2020-03-20,74,"Mississippi"
2020-03-21,71,"Mississippi"
2020-03-22,76,"Mississippi"
2020-03-23,70,"Mississippi"
2020-03-24,61,"Mississippi"
2020-03-25,57,"Mississippi"
2020-03-26,55,"Mississippi"
2020-03-27,56,"Mississippi"
2020-03-28,51,"Mississippi"
2020-03-29,51,"Mississippi"
2020-03-30,48,"Mississippi"
2020-03-31,47,"Mississippi"
2020-04-01,49,"Mississippi"
2020-04-02,46,"Mississippi"
2020-04-03,58,"Mississippi"
2020-04-04,56,"Mississippi"
2020-04-05,53,"Mississippi"
2020-04-06,57,"Mississippi"
2020-04-07,56,"Mississippi"
2020-04-08,55,"Mississippi"
2020-04-09,50,"Mississippi"
2020-04-10,47,"Mississippi"
2020-04-11,30,"Mississippi"
2020-04-12,26,"Mississippi"
2020-04-13,41,"Mississippi"
2020-04-14,47,"Mississippi"
2020-04-15,43,"Mississippi"
2020-04-16,37,"Mississippi"
2020-04-17,43,"Mississippi"
2020-04-18,41,"Mississippi"
2020-04-19,26,"Mississippi"
2020-04-20,33,"Mississippi"
2020-04-21,40,"Mississippi"
2020-04-22,26,"Mississippi"
2020-04-23,33,"Mississippi"
2020-04-24,35,"Mississippi"
2020-04-25,22,"Mississippi"
2020-04-26,18,"Mississippi"
2020-04-27,18,"Mississippi"
2020-04-28,15,"Mississippi"
2020-04-29,14,"Mississippi"
2020-04-30,14,"Mississippi"
2020-05-01,17,"Mississippi"
2020-05-02,18,"Mississippi"
2020-05-03,16,"Mississippi"
2020-05-04,16,"Mississippi"
2020-05-05,16,"Mississippi"
2020-05-06,17,"Mississippi"
2020-05-07,14,"Mississippi"
2020-05-08,15,"Mississippi"
2020-05-09,11,"Mississippi"
2020-05-10,12,"Mississippi"
2020-05-11,14,"Mississippi"
2020-05-12,14,"Mississippi"
2020-05-13,12,"Mississippi"
2020-05-14,11,"Mississippi"
2020-05-15,14,"Mississippi"
2020-05-16,14,"Mississippi"
2020-02-18,3,"Minnesota"
2020-02-19,3,"Minnesota"
2020-02-20,2,"Minnesota"
2020-02-21,3,"Minnesota"
2020-02-22,3,"Minnesota"
2020-02-23,3,"Minnesota"
2020-02-24,6,"Minnesota"
2020-02-25,9,"Minnesota"
2020-02-26,14,"Minnesota"
2020-02-27,15,"Minnesota"
2020-02-28,16,"Minnesota"
2020-02-29,16,"Minnesota"
2020-03-01,13,"Minnesota"
2020-03-02,18,"Minnesota"
2020-03-03,19,"Minnesota"
2020-03-04,17,"Minnesota"
2020-03-05,21,"Minnesota"
2020-03-06,25,"Minnesota"
2020-03-07,28,"Minnesota"
2020-03-08,20,"Minnesota"
2020-03-09,27,"Minnesota"
2020-03-10,36,"Minnesota"
2020-03-11,52,"Minnesota"
2020-03-12,91,"Minnesota"
2020-03-13,86,"Minnesota"
2020-03-14,78,"Minnesota"
2020-03-15,100,"Minnesota"
2020-03-16,96,"Minnesota"
2020-03-17,90,"Minnesota"
2020-03-18,77,"Minnesota"
2020-03-19,70,"Minnesota"
2020-03-20,66,"Minnesota"
2020-03-21,66,"Minnesota"
2020-03-22,68,"Minnesota"
2020-03-23,67,"Minnesota"
2020-03-24,60,"Minnesota"
2020-03-25,56,"Minnesota"
2020-03-26,53,"Minnesota"
2020-03-27,52,"Minnesota"
2020-03-28,47,"Minnesota"
2020-03-29,50,"Minnesota"
2020-03-30,41,"Minnesota"
2020-03-31,40,"Minnesota"
2020-04-01,40,"Minnesota"
2020-04-02,39,"Minnesota"
2020-04-03,47,"Minnesota"
2020-04-04,51,"Minnesota"
2020-04-05,49,"Minnesota"
2020-04-06,48,"Minnesota"
2020-04-07,47,"Minnesota"
2020-04-08,43,"Minnesota"
2020-04-09,40,"Minnesota"
2020-04-10,38,"Minnesota"
2020-04-11,32,"Minnesota"
2020-04-12,25,"Minnesota"
2020-04-13,32,"Minnesota"
2020-04-14,36,"Minnesota"
2020-04-15,33,"Minnesota"
2020-04-16,33,"Minnesota"
2020-04-17,35,"Minnesota"
2020-04-18,34,"Minnesota"
2020-04-19,28,"Minnesota"
2020-04-20,28,"Minnesota"
2020-04-21,32,"Minnesota"
2020-04-22,24,"Minnesota"
2020-04-23,28,"Minnesota"
2020-04-24,30,"Minnesota"
2020-04-25,22,"Minnesota"
2020-04-26,18,"Minnesota"
2020-04-27,18,"Minnesota"
2020-04-28,18,"Minnesota"
2020-04-29,18,"Minnesota"
2020-04-30,17,"Minnesota"
2020-05-01,17,"Minnesota"
2020-05-02,17,"Minnesota"
2020-05-03,18,"Minnesota"
2020-05-04,16,"Minnesota"
2020-05-05,16,"Minnesota"
2020-05-06,15,"Minnesota"
2020-05-07,15,"Minnesota"
2020-05-08,14,"Minnesota"
2020-05-09,14,"Minnesota"
2020-05-10,14,"Minnesota"
2020-05-11,15,"Minnesota"
2020-05-12,15,"Minnesota"
2020-05-13,17,"Minnesota"
2020-05-14,14,"Minnesota"
2020-05-15,13,"Minnesota"
2020-05-16,13,"Minnesota"
2020-02-18,3,"Michigan"
2020-02-19,3,"Michigan"
2020-02-20,3,"Michigan"
2020-02-21,3,"Michigan"
2020-02-22,3,"Michigan"
2020-02-23,4,"Michigan"
2020-02-24,6,"Michigan"
2020-02-25,9,"Michigan"
2020-02-26,13,"Michigan"
2020-02-27,13,"Michigan"
2020-02-28,14,"Michigan"
2020-02-29,14,"Michigan"
2020-03-01,12,"Michigan"
2020-03-02,17,"Michigan"
2020-03-03,16,"Michigan"
2020-03-04,15,"Michigan"
2020-03-05,17,"Michigan"
2020-03-06,17,"Michigan"
2020-03-07,19,"Michigan"
2020-03-08,19,"Michigan"
2020-03-09,26,"Michigan"
2020-03-10,33,"Michigan"
2020-03-11,77,"Michigan"
2020-03-12,92,"Michigan"
2020-03-13,96,"Michigan"
2020-03-14,81,"Michigan"
2020-03-15,100,"Michigan"
2020-03-16,98,"Michigan"
