"date","ticketmaster_hits","state"
2020-04-15,19,"South Dakota"
2020-04-16,0,"South Dakota"
2020-04-17,0,"South Dakota"
2020-04-18,0,"South Dakota"
2020-04-19,25,"South Dakota"
2020-04-20,0,"South Dakota"
2020-04-21,0,"South Dakota"
2020-04-22,0,"South Dakota"
2020-04-23,21,"South Dakota"
2020-04-24,0,"South Dakota"
2020-04-25,0,"South Dakota"
2020-04-26,26,"South Dakota"
2020-04-27,0,"South Dakota"
2020-04-28,0,"South Dakota"
2020-04-29,0,"South Dakota"
2020-04-30,0,"South Dakota"
2020-05-01,0,"South Dakota"
2020-05-02,0,"South Dakota"
2020-05-03,0,"South Dakota"
2020-05-04,20,"South Dakota"
2020-05-05,20,"South Dakota"
2020-05-06,21,"South Dakota"
2020-05-07,0,"South Dakota"
2020-05-08,0,"South Dakota"
2020-05-09,24,"South Dakota"
2020-05-10,25,"South Dakota"
2020-05-11,0,"South Dakota"
2020-05-12,0,"South Dakota"
2020-05-13,0,"South Dakota"
2020-05-14,0,"South Dakota"
2020-05-15,0,"South Dakota"
2020-05-16,0,"South Dakota"
2020-02-18,53,"South Carolina"
2020-02-19,18,"South Carolina"
2020-02-20,35,"South Carolina"
2020-02-21,52,"South Carolina"
2020-02-22,50,"South Carolina"
2020-02-23,60,"South Carolina"
2020-02-24,40,"South Carolina"
2020-02-25,49,"South Carolina"
2020-02-26,71,"South Carolina"
2020-02-27,41,"South Carolina"
2020-02-28,100,"South Carolina"
2020-02-29,76,"South Carolina"
2020-03-01,43,"South Carolina"
2020-03-02,41,"South Carolina"
2020-03-03,71,"South Carolina"
2020-03-04,62,"South Carolina"
2020-03-05,58,"South Carolina"
2020-03-06,61,"South Carolina"
2020-03-07,39,"South Carolina"
2020-03-08,49,"South Carolina"
2020-03-09,60,"South Carolina"
2020-03-10,51,"South Carolina"
2020-03-11,56,"South Carolina"
2020-03-12,86,"South Carolina"
2020-03-13,52,"South Carolina"
2020-03-14,39,"South Carolina"
2020-03-15,42,"South Carolina"
2020-03-16,33,"South Carolina"
2020-03-17,41,"South Carolina"
2020-03-18,23,"South Carolina"
2020-03-19,27,"South Carolina"
2020-03-20,13,"South Carolina"
2020-03-21,32,"South Carolina"
2020-03-22,23,"South Carolina"
2020-03-23,12,"South Carolina"
2020-03-24,19,"South Carolina"
2020-03-25,0,"South Carolina"
2020-03-26,13,"South Carolina"
2020-03-27,13,"South Carolina"
2020-03-28,0,"South Carolina"
2020-03-29,20,"South Carolina"
2020-03-30,33,"South Carolina"
2020-03-31,12,"South Carolina"
2020-04-01,13,"South Carolina"
2020-04-02,13,"South Carolina"
2020-04-03,14,"South Carolina"
2020-04-04,0,"South Carolina"
2020-04-05,0,"South Carolina"
2020-04-06,13,"South Carolina"
2020-04-07,26,"South Carolina"
2020-04-08,26,"South Carolina"
2020-04-09,13,"South Carolina"
2020-04-10,21,"South Carolina"
2020-04-11,0,"South Carolina"
2020-04-12,15,"South Carolina"
2020-04-13,13,"South Carolina"
2020-04-14,0,"South Carolina"
2020-04-15,38,"South Carolina"
2020-04-16,19,"South Carolina"
2020-04-17,27,"South Carolina"
2020-04-18,30,"South Carolina"
2020-04-19,14,"South Carolina"
2020-04-20,12,"South Carolina"
2020-04-21,19,"South Carolina"
2020-04-22,0,"South Carolina"
2020-04-23,16,"South Carolina"
2020-04-24,13,"South Carolina"
2020-04-25,29,"South Carolina"
2020-04-26,14,"South Carolina"
2020-04-27,13,"South Carolina"
2020-04-28,0,"South Carolina"
2020-04-29,19,"South Carolina"
2020-04-30,12,"South Carolina"
2020-05-01,27,"South Carolina"
2020-05-02,15,"South Carolina"
2020-05-03,30,"South Carolina"
2020-05-04,13,"South Carolina"
2020-05-05,23,"South Carolina"
2020-05-06,13,"South Carolina"
2020-05-07,13,"South Carolina"
2020-05-08,26,"South Carolina"
2020-05-09,30,"South Carolina"
2020-05-10,23,"South Carolina"
2020-05-11,18,"South Carolina"
2020-05-12,0,"South Carolina"
2020-05-13,13,"South Carolina"
2020-05-14,0,"South Carolina"
2020-05-15,13,"South Carolina"
2020-05-16,30,"South Carolina"
2020-02-18,35,"Rhode Island"
2020-02-19,0,"Rhode Island"
2020-02-20,36,"Rhode Island"
2020-02-21,37,"Rhode Island"
2020-02-22,42,"Rhode Island"
2020-02-23,41,"Rhode Island"
2020-02-24,52,"Rhode Island"
2020-02-25,69,"Rhode Island"
2020-02-26,100,"Rhode Island"
2020-02-27,33,"Rhode Island"
2020-02-28,35,"Rhode Island"
2020-02-29,41,"Rhode Island"
2020-03-01,59,"Rhode Island"
2020-03-02,51,"Rhode Island"
2020-03-03,34,"Rhode Island"
2020-03-04,45,"Rhode Island"
2020-03-05,87,"Rhode Island"
2020-03-06,95,"Rhode Island"
2020-03-07,70,"Rhode Island"
2020-03-08,83,"Rhode Island"
2020-03-09,53,"Rhode Island"
2020-03-10,35,"Rhode Island"
2020-03-11,54,"Rhode Island"
2020-03-12,52,"Rhode Island"
2020-03-13,0,"Rhode Island"
2020-03-14,62,"Rhode Island"
2020-03-15,41,"Rhode Island"
2020-03-16,0,"Rhode Island"
2020-03-17,35,"Rhode Island"
2020-03-18,37,"Rhode Island"
2020-03-19,36,"Rhode Island"
2020-03-20,36,"Rhode Island"
2020-03-21,40,"Rhode Island"
2020-03-22,0,"Rhode Island"
2020-03-23,30,"Rhode Island"
2020-03-24,49,"Rhode Island"
2020-03-25,0,"Rhode Island"
2020-03-26,66,"Rhode Island"
2020-03-27,0,"Rhode Island"
2020-03-28,38,"Rhode Island"
2020-03-29,36,"Rhode Island"
2020-03-30,31,"Rhode Island"
2020-03-31,32,"Rhode Island"
2020-04-01,0,"Rhode Island"
2020-04-02,31,"Rhode Island"
2020-04-03,0,"Rhode Island"
2020-04-04,39,"Rhode Island"
2020-04-05,0,"Rhode Island"
2020-04-06,0,"Rhode Island"
2020-04-07,0,"Rhode Island"
2020-04-08,0,"Rhode Island"
2020-04-09,34,"Rhode Island"
2020-04-10,35,"Rhode Island"
2020-04-11,39,"Rhode Island"
2020-04-12,0,"Rhode Island"
2020-04-13,0,"Rhode Island"
2020-04-14,65,"Rhode Island"
2020-04-15,0,"Rhode Island"
2020-04-16,31,"Rhode Island"
2020-04-17,33,"Rhode Island"
2020-04-18,0,"Rhode Island"
2020-04-19,37,"Rhode Island"
2020-04-20,30,"Rhode Island"
2020-04-21,30,"Rhode Island"
2020-04-22,0,"Rhode Island"
2020-04-23,31,"Rhode Island"
2020-04-24,30,"Rhode Island"
2020-04-25,0,"Rhode Island"
2020-04-26,0,"Rhode Island"
2020-04-27,0,"Rhode Island"
2020-04-28,32,"Rhode Island"
2020-04-29,0,"Rhode Island"
2020-04-30,29,"Rhode Island"
2020-05-01,31,"Rhode Island"
2020-05-02,38,"Rhode Island"
2020-05-03,39,"Rhode Island"
2020-05-04,0,"Rhode Island"
2020-05-05,0,"Rhode Island"
2020-05-06,0,"Rhode Island"
2020-05-07,30,"Rhode Island"
2020-05-08,31,"Rhode Island"
2020-05-09,0,"Rhode Island"
2020-05-10,0,"Rhode Island"
2020-05-11,0,"Rhode Island"
2020-05-12,63,"Rhode Island"
2020-05-13,0,"Rhode Island"
2020-05-14,32,"Rhode Island"
2020-05-15,0,"Rhode Island"
2020-05-16,0,"Rhode Island"
2020-02-18,93,"Pennsylvania"
2020-02-19,62,"Pennsylvania"
2020-02-20,63,"Pennsylvania"
2020-02-21,77,"Pennsylvania"
2020-02-22,61,"Pennsylvania"
2020-02-23,31,"Pennsylvania"
2020-02-24,57,"Pennsylvania"
2020-02-25,94,"Pennsylvania"
2020-02-26,76,"Pennsylvania"
2020-02-27,88,"Pennsylvania"
2020-02-28,100,"Pennsylvania"
2020-02-29,77,"Pennsylvania"
2020-03-01,76,"Pennsylvania"
2020-03-02,62,"Pennsylvania"
2020-03-03,82,"Pennsylvania"
2020-03-04,61,"Pennsylvania"
2020-03-05,62,"Pennsylvania"
2020-03-06,70,"Pennsylvania"
2020-03-07,90,"Pennsylvania"
2020-03-08,42,"Pennsylvania"
2020-03-09,43,"Pennsylvania"
2020-03-10,78,"Pennsylvania"
2020-03-11,63,"Pennsylvania"
2020-03-12,91,"Pennsylvania"
2020-03-13,66,"Pennsylvania"
2020-03-14,39,"Pennsylvania"
2020-03-15,29,"Pennsylvania"
2020-03-16,39,"Pennsylvania"
2020-03-17,18,"Pennsylvania"
2020-03-18,21,"Pennsylvania"
2020-03-19,20,"Pennsylvania"
2020-03-20,12,"Pennsylvania"
2020-03-21,9,"Pennsylvania"
2020-03-22,17,"Pennsylvania"
2020-03-23,15,"Pennsylvania"
2020-03-24,22,"Pennsylvania"
2020-03-25,22,"Pennsylvania"
2020-03-26,17,"Pennsylvania"
2020-03-27,19,"Pennsylvania"
2020-03-28,6,"Pennsylvania"
2020-03-29,19,"Pennsylvania"
2020-03-30,15,"Pennsylvania"
2020-03-31,17,"Pennsylvania"
2020-04-01,10,"Pennsylvania"
2020-04-02,19,"Pennsylvania"
2020-04-03,11,"Pennsylvania"
2020-04-04,0,"Pennsylvania"
2020-04-05,7,"Pennsylvania"
2020-04-06,9,"Pennsylvania"
2020-04-07,6,"Pennsylvania"
2020-04-08,12,"Pennsylvania"
2020-04-09,8,"Pennsylvania"
2020-04-10,21,"Pennsylvania"
2020-04-11,17,"Pennsylvania"
2020-04-12,7,"Pennsylvania"
2020-04-13,15,"Pennsylvania"
2020-04-14,22,"Pennsylvania"
2020-04-15,28,"Pennsylvania"
2020-04-16,25,"Pennsylvania"
2020-04-17,27,"Pennsylvania"
2020-04-18,21,"Pennsylvania"
2020-04-19,23,"Pennsylvania"
2020-04-20,14,"Pennsylvania"
2020-04-21,20,"Pennsylvania"
2020-04-22,13,"Pennsylvania"
2020-04-23,11,"Pennsylvania"
2020-04-24,11,"Pennsylvania"
2020-04-25,18,"Pennsylvania"
2020-04-26,8,"Pennsylvania"
2020-04-27,16,"Pennsylvania"
2020-04-28,51,"Pennsylvania"
2020-04-29,15,"Pennsylvania"
2020-04-30,9,"Pennsylvania"
2020-05-01,24,"Pennsylvania"
2020-05-02,15,"Pennsylvania"
2020-05-03,9,"Pennsylvania"
2020-05-04,20,"Pennsylvania"
2020-05-05,19,"Pennsylvania"
2020-05-06,18,"Pennsylvania"
2020-05-07,11,"Pennsylvania"
2020-05-08,32,"Pennsylvania"
2020-05-09,9,"Pennsylvania"
2020-05-10,13,"Pennsylvania"
2020-05-11,15,"Pennsylvania"
2020-05-12,15,"Pennsylvania"
2020-05-13,11,"Pennsylvania"
2020-05-14,17,"Pennsylvania"
2020-05-15,13,"Pennsylvania"
2020-05-16,20,"Pennsylvania"
2020-02-18,61,"Oregon"
2020-02-19,47,"Oregon"
2020-02-20,100,"Oregon"
2020-02-21,95,"Oregon"
2020-02-22,15,"Oregon"
2020-02-23,22,"Oregon"
2020-02-24,40,"Oregon"
2020-02-25,53,"Oregon"
2020-02-26,64,"Oregon"
2020-02-27,53,"Oregon"
2020-02-28,60,"Oregon"
2020-02-29,71,"Oregon"
2020-03-01,51,"Oregon"
2020-03-02,13,"Oregon"
2020-03-03,38,"Oregon"
2020-03-04,25,"Oregon"
2020-03-05,33,"Oregon"
2020-03-06,20,"Oregon"
2020-03-07,36,"Oregon"
2020-03-08,29,"Oregon"
2020-03-09,32,"Oregon"
2020-03-10,26,"Oregon"
2020-03-11,63,"Oregon"
2020-03-12,49,"Oregon"
2020-03-13,44,"Oregon"
2020-03-14,28,"Oregon"
2020-03-15,14,"Oregon"
2020-03-16,31,"Oregon"
2020-03-17,12,"Oregon"
2020-03-18,37,"Oregon"
2020-03-19,13,"Oregon"
2020-03-20,25,"Oregon"
2020-03-21,29,"Oregon"
2020-03-22,29,"Oregon"
2020-03-23,0,"Oregon"
2020-03-24,12,"Oregon"
2020-03-25,12,"Oregon"
2020-03-26,13,"Oregon"
2020-03-27,36,"Oregon"
2020-03-28,13,"Oregon"
2020-03-29,13,"Oregon"
2020-03-30,0,"Oregon"
2020-03-31,12,"Oregon"
2020-04-01,0,"Oregon"
2020-04-02,0,"Oregon"
2020-04-03,0,"Oregon"
2020-04-04,0,"Oregon"
2020-04-05,13,"Oregon"
2020-04-06,0,"Oregon"
2020-04-07,12,"Oregon"
2020-04-08,12,"Oregon"
2020-04-09,0,"Oregon"
2020-04-10,25,"Oregon"
2020-04-11,14,"Oregon"
2020-04-12,0,"Oregon"
2020-04-13,0,"Oregon"
2020-04-14,23,"Oregon"
2020-04-15,0,"Oregon"
2020-04-16,23,"Oregon"
2020-04-17,24,"Oregon"
2020-04-18,19,"Oregon"
2020-04-19,13,"Oregon"
2020-04-20,17,"Oregon"
2020-04-21,23,"Oregon"
2020-04-22,11,"Oregon"
2020-04-23,17,"Oregon"
2020-04-24,23,"Oregon"
2020-04-25,0,"Oregon"
2020-04-26,13,"Oregon"
2020-04-27,29,"Oregon"
2020-04-28,11,"Oregon"
2020-04-29,12,"Oregon"
2020-04-30,11,"Oregon"
2020-05-01,12,"Oregon"
2020-05-02,12,"Oregon"
2020-05-03,13,"Oregon"
2020-05-04,0,"Oregon"
2020-05-05,22,"Oregon"
2020-05-06,17,"Oregon"
2020-05-07,23,"Oregon"
2020-05-08,31,"Oregon"
2020-05-09,21,"Oregon"
2020-05-10,0,"Oregon"
2020-05-11,12,"Oregon"
2020-05-12,0,"Oregon"
2020-05-13,34,"Oregon"
2020-05-14,17,"Oregon"
2020-05-15,0,"Oregon"
2020-05-16,0,"Oregon"
2020-02-18,43,"Oklahoma"
2020-02-19,44,"Oklahoma"
2020-02-20,27,"Oklahoma"
2020-02-21,67,"Oklahoma"
2020-02-22,48,"Oklahoma"
2020-02-23,19,"Oklahoma"
2020-02-24,32,"Oklahoma"
2020-02-25,21,"Oklahoma"
2020-02-26,36,"Oklahoma"
2020-02-27,70,"Oklahoma"
2020-02-28,100,"Oklahoma"
2020-02-29,49,"Oklahoma"
2020-03-01,33,"Oklahoma"
2020-03-02,27,"Oklahoma"
2020-03-03,42,"Oklahoma"
2020-03-04,42,"Oklahoma"
2020-03-05,38,"Oklahoma"
2020-03-06,56,"Oklahoma"
2020-03-07,39,"Oklahoma"
2020-03-08,37,"Oklahoma"
2020-03-09,51,"Oklahoma"
2020-03-10,40,"Oklahoma"
2020-03-11,53,"Oklahoma"
2020-03-12,77,"Oklahoma"
2020-03-13,33,"Oklahoma"
2020-03-14,38,"Oklahoma"
2020-03-15,58,"Oklahoma"
2020-03-16,0,"Oklahoma"
2020-03-17,34,"Oklahoma"
2020-03-18,17,"Oklahoma"
2020-03-19,34,"Oklahoma"
2020-03-20,16,"Oklahoma"
2020-03-21,0,"Oklahoma"
2020-03-22,0,"Oklahoma"
2020-03-23,15,"Oklahoma"
2020-03-24,32,"Oklahoma"
2020-03-25,32,"Oklahoma"
2020-03-26,17,"Oklahoma"
2020-03-27,23,"Oklahoma"
2020-03-28,17,"Oklahoma"
2020-03-29,18,"Oklahoma"
2020-03-30,21,"Oklahoma"
2020-03-31,16,"Oklahoma"
2020-04-01,16,"Oklahoma"
2020-04-02,0,"Oklahoma"
2020-04-03,15,"Oklahoma"
2020-04-04,17,"Oklahoma"
2020-04-05,0,"Oklahoma"
2020-04-06,0,"Oklahoma"
2020-04-07,0,"Oklahoma"
2020-04-08,15,"Oklahoma"
2020-04-09,16,"Oklahoma"
2020-04-10,0,"Oklahoma"
2020-04-11,0,"Oklahoma"
2020-04-12,17,"Oklahoma"
2020-04-13,0,"Oklahoma"
2020-04-14,22,"Oklahoma"
2020-04-15,21,"Oklahoma"
2020-04-16,0,"Oklahoma"
2020-04-17,29,"Oklahoma"
2020-04-18,17,"Oklahoma"
2020-04-19,0,"Oklahoma"
2020-04-20,15,"Oklahoma"
2020-04-21,15,"Oklahoma"
2020-04-22,15,"Oklahoma"
2020-04-23,23,"Oklahoma"
2020-04-24,15,"Oklahoma"
2020-04-25,17,"Oklahoma"
2020-04-26,0,"Oklahoma"
2020-04-27,45,"Oklahoma"
2020-04-28,15,"Oklahoma"
2020-04-29,15,"Oklahoma"
2020-04-30,14,"Oklahoma"
2020-05-01,16,"Oklahoma"
2020-05-02,34,"Oklahoma"
2020-05-03,0,"Oklahoma"
2020-05-04,0,"Oklahoma"
2020-05-05,22,"Oklahoma"
2020-05-06,16,"Oklahoma"
2020-05-07,31,"Oklahoma"
2020-05-08,31,"Oklahoma"
2020-05-09,0,"Oklahoma"
2020-05-10,19,"Oklahoma"
2020-05-11,16,"Oklahoma"
2020-05-12,16,"Oklahoma"
2020-05-13,0,"Oklahoma"
2020-05-14,0,"Oklahoma"
2020-05-15,0,"Oklahoma"
2020-05-16,17,"Oklahoma"
2020-02-18,64,"Ohio"
2020-02-19,79,"Ohio"
2020-02-20,80,"Ohio"
2020-02-21,100,"Ohio"
2020-02-22,65,"Ohio"
2020-02-23,68,"Ohio"
2020-02-24,70,"Ohio"
2020-02-25,62,"Ohio"
2020-02-26,88,"Ohio"
2020-02-27,81,"Ohio"
2020-02-28,97,"Ohio"
2020-02-29,64,"Ohio"
2020-03-01,59,"Ohio"
2020-03-02,70,"Ohio"
2020-03-03,66,"Ohio"
2020-03-04,55,"Ohio"
2020-03-05,60,"Ohio"
2020-03-06,53,"Ohio"
2020-03-07,49,"Ohio"
2020-03-08,46,"Ohio"
2020-03-09,61,"Ohio"
2020-03-10,50,"Ohio"
2020-03-11,70,"Ohio"
2020-03-12,98,"Ohio"
2020-03-13,86,"Ohio"
2020-03-14,44,"Ohio"
2020-03-15,33,"Ohio"
2020-03-16,47,"Ohio"
2020-03-17,24,"Ohio"
2020-03-18,11,"Ohio"
2020-03-19,17,"Ohio"
2020-03-20,23,"Ohio"
2020-03-21,19,"Ohio"
2020-03-22,12,"Ohio"
2020-03-23,18,"Ohio"
2020-03-24,12,"Ohio"
2020-03-25,26,"Ohio"
2020-03-26,14,"Ohio"
2020-03-27,11,"Ohio"
2020-03-28,13,"Ohio"
2020-03-29,16,"Ohio"
2020-03-30,18,"Ohio"
2020-03-31,16,"Ohio"
2020-04-01,16,"Ohio"
2020-04-02,9,"Ohio"
2020-04-03,11,"Ohio"
2020-04-04,8,"Ohio"
2020-04-05,10,"Ohio"
2020-04-06,11,"Ohio"
2020-04-07,11,"Ohio"
2020-04-08,13,"Ohio"
2020-04-09,15,"Ohio"
2020-04-10,11,"Ohio"
2020-04-11,19,"Ohio"
2020-04-12,6,"Ohio"
2020-04-13,26,"Ohio"
2020-04-14,27,"Ohio"
2020-04-15,24,"Ohio"
2020-04-16,18,"Ohio"
2020-04-17,11,"Ohio"
2020-04-18,18,"Ohio"
2020-04-19,24,"Ohio"
2020-04-20,17,"Ohio"
2020-04-21,22,"Ohio"
2020-04-22,21,"Ohio"
2020-04-23,13,"Ohio"
2020-04-24,19,"Ohio"
2020-04-25,12,"Ohio"
2020-04-26,11,"Ohio"
2020-04-27,21,"Ohio"
2020-04-28,8,"Ohio"
2020-04-29,23,"Ohio"
2020-04-30,18,"Ohio"
2020-05-01,9,"Ohio"
2020-05-02,21,"Ohio"
2020-05-03,14,"Ohio"
2020-05-04,24,"Ohio"
2020-05-05,15,"Ohio"
2020-05-06,14,"Ohio"
2020-05-07,18,"Ohio"
2020-05-08,35,"Ohio"
2020-05-09,12,"Ohio"
2020-05-10,9,"Ohio"
2020-05-11,9,"Ohio"
2020-05-12,16,"Ohio"
2020-05-13,22,"Ohio"
2020-05-14,19,"Ohio"
2020-05-15,8,"Ohio"
2020-05-16,21,"Ohio"
2020-02-18,31,"North Dakota"
2020-02-19,31,"North Dakota"
2020-02-20,33,"North Dakota"
2020-02-21,100,"North Dakota"
2020-02-22,58,"North Dakota"
2020-02-23,0,"North Dakota"
2020-02-24,95,"North Dakota"
2020-02-25,78,"North Dakota"
2020-02-26,30,"North Dakota"
2020-02-27,63,"North Dakota"
2020-02-28,0,"North Dakota"
2020-02-29,39,"North Dakota"
2020-03-01,0,"North Dakota"
2020-03-02,31,"North Dakota"
2020-03-03,31,"North Dakota"
2020-03-04,0,"North Dakota"
2020-03-05,31,"North Dakota"
2020-03-06,0,"North Dakota"
2020-03-07,40,"North Dakota"
2020-03-08,36,"North Dakota"
2020-03-09,0,"North Dakota"
2020-03-10,61,"North Dakota"
2020-03-11,31,"North Dakota"
2020-03-12,30,"North Dakota"
2020-03-13,65,"North Dakota"
2020-03-14,0,"North Dakota"
2020-03-15,74,"North Dakota"
2020-03-16,0,"North Dakota"
2020-03-17,32,"North Dakota"
2020-03-18,0,"North Dakota"
2020-03-19,62,"North Dakota"
2020-03-20,0,"North Dakota"
2020-03-21,0,"North Dakota"
2020-03-22,34,"North Dakota"
2020-03-23,0,"North Dakota"
2020-03-24,29,"North Dakota"
2020-03-25,0,"North Dakota"
2020-03-26,29,"North Dakota"
2020-03-27,0,"North Dakota"
2020-03-28,0,"North Dakota"
2020-03-29,0,"North Dakota"
2020-03-30,0,"North Dakota"
2020-03-31,0,"North Dakota"
2020-04-01,0,"North Dakota"
2020-04-02,0,"North Dakota"
2020-04-03,28,"North Dakota"
2020-04-04,32,"North Dakota"
2020-04-05,0,"North Dakota"
2020-04-06,0,"North Dakota"
2020-04-07,0,"North Dakota"
2020-04-08,0,"North Dakota"
2020-04-09,0,"North Dakota"
2020-04-10,0,"North Dakota"
2020-04-11,0,"North Dakota"
2020-04-12,0,"North Dakota"
2020-04-13,0,"North Dakota"
2020-04-14,0,"North Dakota"
2020-04-15,26,"North Dakota"
2020-04-16,0,"North Dakota"
2020-04-17,0,"North Dakota"
2020-04-18,0,"North Dakota"
2020-04-19,32,"North Dakota"
2020-04-20,0,"North Dakota"
2020-04-21,0,"North Dakota"
2020-04-22,0,"North Dakota"
2020-04-23,0,"North Dakota"
2020-04-24,0,"North Dakota"
2020-04-25,0,"North Dakota"
2020-04-26,0,"North Dakota"
2020-04-27,0,"North Dakota"
2020-04-28,0,"North Dakota"
2020-04-29,0,"North Dakota"
2020-04-30,0,"North Dakota"
2020-05-01,0,"North Dakota"
2020-05-02,0,"North Dakota"
2020-05-03,0,"North Dakota"
2020-05-04,0,"North Dakota"
2020-05-05,0,"North Dakota"
2020-05-06,0,"North Dakota"
2020-05-07,0,"North Dakota"
2020-05-08,31,"North Dakota"
2020-05-09,33,"North Dakota"
2020-05-10,0,"North Dakota"
2020-05-11,0,"North Dakota"
2020-05-12,0,"North Dakota"
2020-05-13,0,"North Dakota"
2020-05-14,0,"North Dakota"
2020-05-15,0,"North Dakota"
2020-05-16,0,"North Dakota"
2020-02-18,63,"North Carolina"
2020-02-19,44,"North Carolina"
2020-02-20,54,"North Carolina"
2020-02-21,59,"North Carolina"
2020-02-22,47,"North Carolina"
2020-02-23,30,"North Carolina"
2020-02-24,43,"North Carolina"
2020-02-25,82,"North Carolina"
2020-02-26,74,"North Carolina"
2020-02-27,71,"North Carolina"
2020-02-28,100,"North Carolina"
2020-02-29,73,"North Carolina"
2020-03-01,67,"North Carolina"
2020-03-02,50,"North Carolina"
2020-03-03,29,"North Carolina"
2020-03-04,52,"North Carolina"
2020-03-05,40,"North Carolina"
2020-03-06,46,"North Carolina"
2020-03-07,68,"North Carolina"
2020-03-08,54,"North Carolina"
2020-03-09,55,"North Carolina"
2020-03-10,69,"North Carolina"
2020-03-11,59,"North Carolina"
2020-03-12,81,"North Carolina"
2020-03-13,56,"North Carolina"
2020-03-14,37,"North Carolina"
2020-03-15,18,"North Carolina"
2020-03-16,17,"North Carolina"
2020-03-17,11,"North Carolina"
2020-03-18,13,"North Carolina"
2020-03-19,19,"North Carolina"
2020-03-20,15,"North Carolina"
2020-03-21,28,"North Carolina"
2020-03-22,23,"North Carolina"
2020-03-23,15,"North Carolina"
2020-03-24,14,"North Carolina"
2020-03-25,16,"North Carolina"
2020-03-26,15,"North Carolina"
2020-03-27,18,"North Carolina"
2020-03-28,15,"North Carolina"
2020-03-29,10,"North Carolina"
2020-03-30,14,"North Carolina"
2020-03-31,13,"North Carolina"
2020-04-01,12,"North Carolina"
2020-04-02,8,"North Carolina"
2020-04-03,14,"North Carolina"
2020-04-04,9,"North Carolina"
2020-04-05,6,"North Carolina"
2020-04-06,16,"North Carolina"
2020-04-07,5,"North Carolina"
2020-04-08,22,"North Carolina"
2020-04-09,13,"North Carolina"
2020-04-10,6,"North Carolina"
2020-04-11,6,"North Carolina"
2020-04-12,12,"North Carolina"
2020-04-13,5,"North Carolina"
2020-04-14,16,"North Carolina"
2020-04-15,18,"North Carolina"
2020-04-16,8,"North Carolina"
2020-04-17,19,"North Carolina"
2020-04-18,22,"North Carolina"
2020-04-19,12,"North Carolina"
2020-04-20,11,"North Carolina"
2020-04-21,8,"North Carolina"
2020-04-22,11,"North Carolina"
2020-04-23,17,"North Carolina"
2020-04-24,14,"North Carolina"
2020-04-25,5,"North Carolina"
2020-04-26,6,"North Carolina"
2020-04-27,14,"North Carolina"
2020-04-28,7,"North Carolina"
2020-04-29,10,"North Carolina"
2020-04-30,10,"North Carolina"
2020-05-01,9,"North Carolina"
2020-05-02,8,"North Carolina"
2020-05-03,9,"North Carolina"
2020-05-04,11,"North Carolina"
2020-05-05,11,"North Carolina"
2020-05-06,10,"North Carolina"
2020-05-07,13,"North Carolina"
2020-05-08,14,"North Carolina"
2020-05-09,12,"North Carolina"
2020-05-10,10,"North Carolina"
2020-05-11,5,"North Carolina"
2020-05-12,11,"North Carolina"
2020-05-13,11,"North Carolina"
2020-05-14,11,"North Carolina"
2020-05-15,13,"North Carolina"
2020-05-16,19,"North Carolina"
2020-02-18,47,"New York"
2020-02-19,56,"New York"
2020-02-20,53,"New York"
2020-02-21,60,"New York"
2020-02-22,41,"New York"
2020-02-23,62,"New York"
2020-02-24,45,"New York"
2020-02-25,61,"New York"
2020-02-26,69,"New York"
2020-02-27,84,"New York"
2020-02-28,90,"New York"
2020-02-29,58,"New York"
2020-03-01,56,"New York"
2020-03-02,57,"New York"
2020-03-03,59,"New York"
2020-03-04,48,"New York"
2020-03-05,50,"New York"
2020-03-06,52,"New York"
2020-03-07,34,"New York"
2020-03-08,37,"New York"
2020-03-09,41,"New York"
2020-03-10,45,"New York"
2020-03-11,75,"New York"
2020-03-12,100,"New York"
2020-03-13,47,"New York"
2020-03-14,33,"New York"
2020-03-15,23,"New York"
2020-03-16,32,"New York"
2020-03-17,18,"New York"
2020-03-18,18,"New York"
2020-03-19,22,"New York"
2020-03-20,13,"New York"
2020-03-21,12,"New York"
2020-03-22,5,"New York"
2020-03-23,16,"New York"
2020-03-24,13,"New York"
2020-03-25,8,"New York"
2020-03-26,8,"New York"
2020-03-27,9,"New York"
2020-03-28,7,"New York"
2020-03-29,5,"New York"
2020-03-30,11,"New York"
2020-03-31,10,"New York"
2020-04-01,13,"New York"
2020-04-02,5,"New York"
2020-04-03,9,"New York"
2020-04-04,2,"New York"
2020-04-05,7,"New York"
2020-04-06,11,"New York"
2020-04-07,9,"New York"
2020-04-08,18,"New York"
2020-04-09,9,"New York"
2020-04-10,8,"New York"
2020-04-11,9,"New York"
2020-04-12,5,"New York"
2020-04-13,11,"New York"
2020-04-14,16,"New York"
2020-04-15,10,"New York"
2020-04-16,15,"New York"
2020-04-17,17,"New York"
2020-04-18,15,"New York"
2020-04-19,16,"New York"
2020-04-20,20,"New York"
2020-04-21,15,"New York"
2020-04-22,7,"New York"
2020-04-23,6,"New York"
2020-04-24,9,"New York"
2020-04-25,12,"New York"
2020-04-26,6,"New York"
2020-04-27,11,"New York"
2020-04-28,10,"New York"
2020-04-29,13,"New York"
2020-04-30,5,"New York"
2020-05-01,16,"New York"
2020-05-02,13,"New York"
2020-05-03,8,"New York"
2020-05-04,14,"New York"
2020-05-05,10,"New York"
2020-05-06,13,"New York"
2020-05-07,6,"New York"
2020-05-08,13,"New York"
2020-05-09,5,"New York"
